"","W1GrssyrMP","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","W1ch0_2HH","W1ch3_11HH","W1ch12_15HH","W1ch16_17HH","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W6NEETAct","W8DDEGP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QMAFI","W8DINCW"
"1419",6791.2,6791.2,"2","1","2","2","1","2","1","15",NA,NA,"2","2",NA,"0","1","2","0","0","4","3","1","3","1","3","2","2","1","2","3",43,0,"2","1","4","2","2","2","5",14,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,13,NA,NA,3,"1","4","13","2",313.76
"1420",6787.04,6787.04,"2","1","2","0","1","4","2","15",NA,NA,"2","2",NA,"0","0","2","1","0","1","3","1","5","8","3","3","2","2","2","3",38,0,"2","1","4","2","2","2","5",15,NA,"1","2","2","1","1",NA,NA,"1","4","4","2",NA,10,NA,"1",0,"1","7","1","2",278.9
"1421",6786,19786,"2","2","1","0","1","2","1","20","9","1","2","2","1","0","0","1","0","0","2","1","0","2","1","1","2","2","1","2","3",35,0,"2","1","2","2","2","2","5",16,NA,"2","1","2","2","2","1","2","2","4","4","2",NA,9,NA,NA,2,"1","4","5","4",258.65
"1422",6776.64,NA,"2","1","2","0","1","2","1","13","4","1","2","2","1","0","0","1","1","0","2","2","0","2","1","3","2","2","1","1","3",39,0,"2","2","3","2","1","2","5",16,NA,"1","1","1","1","2","1","1","9","4","4","2",NA,15,NA,"0",0,"2","4","4","2",382.99
"1423",6760,NA,"2","1","2","1","1","2","1","15","2","1","2","2","1","0","1","1","0","0","2","2","0","1","1","2","4","2","2","2","3",46,0,"2","1","6","2","2","2","5",18,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,NA,0,"1","7","1","2",290.86
"1424",6760,6760,"2","1","2","1","1","2","2","4",NA,NA,"2","2",NA,"0","0","2","1","0","1","3","1","3","2","2","3","2","1","1","3",26,4,"1","3","2","2","2","2","5",15,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,10,NA,NA,2,"1","4","1","3",256.28
"1425",6760,NA,"1","1","2","1","1","2","1","15","9","1","1","1","1","0","0","2","0","0","2","2","0","4","1","1","3","2","2","1","3",43,0,"2","2",NA,"2","1","2","5",18,NA,"1","1","2","1","1",NA,NA,"9","4","4","2",NA,15,NA,"0",0,"1","4","6","5",400.63
"1426",6749.6,NA,"2","1","2","0","1","2","1","7",NA,"1","2","2","1","0","0","1","1","0","2","2","0","6","1","1","3","2","1","2","3",42,8,"2","4","2","1","2","2","5",16,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,4,"1","5","13","2",379.61
"1427",6739.2,37182.6,"2","1","2","3","1","5","1","15","17","1","2","2","1","0","3","1","0","0","2","4","0","5","1","2","3","2","2","1","3",36,0,"2","1","6","2","2","2","4",15,NA,"1","1","1","1","2","1","1","9","4","4","2",NA,12,NA,"0",0,"1","7","1","2",354.03
"1428",6726.72,81726.72,"2","1","2","0","1","2","1","15","2","1","2","2","1","0","0","2","1","0","2","3","0","1","1","1","2","2","1","2","2",41,1,"2","2","2","1","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",0,"1","2","1","1",404.28
"1429",6709.56,6709.56,"2","1","2","1","1","2","1","15","13","3","2","2","8","0","0","2","0","0","2","2","0","6","1","1","3","2","1","1","3",46,0,"2","1","3","2","2","2","5",13,NA,"2","1","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,"0",0,"1","2","1","2",348.44
"1430",6676.8,39124.8,"2","1","2","1","1","2","1","14","16","1","2","2","1","0","1","1","1","0","2","3","0","2","1","4","2","2","2","2","3",36,0,"1","1",NA,"2","2","2","3",12,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,12,NA,"0",0,"1","5","1","1",280.85
"1431",6669,34969,"2","1","1","2","1","2","1","14","4","1","2","2","1","0","1","2","1","0","2","4","0","5","1","2","3","2","1","2","2",32,0,"2","2","5","2","2","2","5",11,NA,"1","1","2","1","2","1","2","4","4","2","2",NA,16,NA,"1",1,"1","5","1","2",379.57
"1432",6664.32,NA,"2","1","2","1","1","2","1","7",NA,"1","2","2","1","0","1","1","0","0","3","2","0","3","1","1","2","2","1","2","2",33,1,"1","1","2","1","2","1","5",4,NA,"2","2","2","2","2","2","2","9","4","4","2",NA,13,NA,"0",2,"1","4","1","1",338.26
"1433",6656,30656,"2","1","2","1","1","2","1","15","2","1","2","2","1","0","0","2","0","0","2","2","0","2","1","2","3","2","2","1","3",48,0,"2","1","6","2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"1",0,"1","4","1","1",410.77
"1434",6645.6,34725.6,"2","1","2","0","1","1","1","15","4","1","2","2","1","0","0","2","0","0","2","2","0","5","1","2","3","2","1","2","3",42,4,"2","3","3","2","1","2","5",7,NA,"2","2","2","2","2","1","2","3","4","1","2",NA,10,NA,"1",7,"1","7","3","2",294.14
"1435",6630,6630,"1","2","2","0","1","2","1","20",NA,NA,"1","1",NA,"0","0","1","0","0","1","1","1","7","6","1","2","2","2","2","3",34,3,"2","3",NA,"2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,10,NA,NA,0,"1","4","1","2",215.87
"1436",6630,47790,"2","1","1","0","1","2","1","8","1","1","2","2","1","0","0","1","0","0","2","1","0","2","1","2","3","2","1","2","3",31,1,"2","2","2","1","1","2","5",13,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"0",2,"1","2","1","2",375.08
"1437",6608.16,31308.16,"2","1","1","1","1","2","1","15","13","1","2","2","1","0","1","1","0","0","2","2","0","3","1","1","4","2","2","2","3",44,3,"2","3","3","2","2","2","5",16,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,13,NA,"0",2,"1","4","1","1",401.78
"1438",6606.6,23153,"1","1","2","1","1","2","1","8","20","1","1","1","1","0","1","1","1","0","2","3","0","7","3","2","5","2","2","2","3",38,0,"2","1","1","2","2","2","5",17,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,10,NA,"1",0,"1","5","1","2",239.14
"1439",6600,29600,"2","1","2","1","1","2","1","14","15","1","2","2","1","0","1","1","0","0","3","2","0","5","1","4","5","2","1","2","2",21,0,"2","1","2","1","2","2","1",7,NA,"1","1","1","1","2","2","1","9","4","4","2",NA,10,NA,"0",4,"1","4","3","1",310.26
"1440",6600,33000,"10","1","1","1","1","2","1","6","15","1","3","6","1","0","1","1","0","0","2","2","0","3","1","1","2","2","1","2","3",39,0,"2","1","1","2","2","2","5",16,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"1",2,"2","4","11","2",334.92
"1441",6578,26318.24,"2","1","2","0","1","2","1","15","8","1","2","2","1","0","0","1","1","0","2","2","0","2","1","2","2","2","1","2","3",27,0,"2","2","2","1","2","2","4",14,NA,"1","1","1","1","2","1","1","9","4","4","2",NA,12,NA,NA,0,"1","2","1","1",352.71
"1442",6578,336578,"2","1","2","1","1","2","1","15","8","1","2","2","1","0","0","2","0","0","2","2","0","1","1","4","3","2","2","1","3",31,0,"2","1","3","2","2","2","1",11,NA,"1","1","1","1","2","2","2","9","4","4","2",NA,12,NA,NA,0,"1","7","1","2",397.95
"1443",6565,27955.72,"2","1","2","1","1","3","1","15","16","1","2","2","1","0","1","1","1","0","2","2","0","6","1","2","3","2","2","2","3",27,0,"2","1","2","2","2","2","5",15,NA,"1","1","2","1","2","1","2","3","4","1","2",NA,17,NA,"1",2,"1","7","1","1",414.36
"1444",6559.8,31559.8,"2","1","2","1","1","2","1","7","4","1","2","2","1","0","1","1","1","0","2","3","0","2","1","2","3","2","1","2","3",31,6,"2","3","2","1","2","2","5",14,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,NA,0,"1","7","1","2",452.14
"1445",6552,27352,"2","1","2","2","1","2","1","6","9","1","2","2","1","0","1","2","0","0","2","3","0","5","1","3","1","2","1","1","2",38,0,"2","1","2","1","2","2","4",15,NA,"1","1","1","1","2","1","1","9","4","4","2",NA,13,NA,NA,0,"2","2","1","2",349.92
"1446",6552,39004,"2","1","2","0","1","1","1","20","20","1","2","2","1","0","0","1","0","0","2","1","0","5","8","1","3","1","2","2","3",39,3,"1","2","2","2","2","2","5",17,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,"1",0,"1","1","1","2",268.64
"1447",6552,6552,"2","2","2","0","1","4","1","15",NA,NA,"2","2",NA,"0","0","1","0","0","5","1","1","6","2","3","3","2","1","2","3",36,0,"1","1","6","2","2","2","2",16,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,14,NA,"1",5,"1","4","1","4",278.91
"1448",6500,NA,"2","1","2","2","1","2","1","20","13","1","2","2","1","0","1","3","0","0","2","4","0","4","2","1","3","2","2","2","3",44,0,"1","1","6","1","2","2","5",16,NA,"2","2","2","1","2","2","2","9","4","4","2",NA,5,NA,NA,0,"4","7","1","2",226.18
"1449",6500,30231.76,"2","1","2","0","1","2","1","15","6","1","2","2","1","1","0","1","1","0","2","3","0","2","1","3","2","2","1","2","3",38,0,"2","2",NA,"2","2","2","5",12,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,14,NA,"1",6,"1","7","1","3",413.82
"1450",6480,28080,"2","1","2","1","1","2","1","15","7","1","2","2","1","0","1","1","0","0","2","2","0","1","1","2","5","2","2","1","3",35,1,"2","2","3","2","2","2","5",10,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",2,"1","4","1","4",348.17
"1451",6458.4,50258.4,"2","1","2","1","1","2","1","15","8","1","2","2","1","0","1","1","0","0","2","2","0","2","1","3","2","2","2","1","3",39,0,"2","1","4","2","2","2","5",16,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,12,NA,NA,0,"1","7","1","2",413.82
"1452",6458.4,6458.4,"2","1","2","0","1","4","2","9",NA,NA,"2","2",NA,"0","0","1","0","0","1","1","1","6","1","1","3","2","1","1","3",41,1,"2","1","5","2","2","2","5",14,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,17,NA,"1",3,"1","7","1","2",304.82
"1453",6453.72,26530.92,"2","1","2","1","1","2","1","14","16","1","2","2","1","0","1","2","0","0","2","3","0","5","1","1","1","2","1","1","3",39,3,"2","2","2","2","2","2","1",11,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,9,NA,"0",0,"1","4","2","3",464.82
"1454",6448,6448,"2","2","2","0","1","1","1","20",NA,NA,"2","2",NA,"0","0","1","0","0","5","1","1","6","1","3","1","2","1","2","2",37,0,"2","1","3","2","2","2","5",17,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,13,NA,NA,0,"1","1","1","2",202.26
"1455",6448,44448,"2","1","2","1","1","1","1","2","2","2","1","1","2","0","1","2","0","0","2","3","0","1","1","1","2","1","1","1","3",38,2,"2","2","1","1","2","2","2",13,NA,"1","1","2","1","1",NA,NA,"9","4","4","2",NA,16,NA,"0",0,"1","4","3","3",357.07
"1456",6448,NA,"2","1","1","1","1","2","1","3","7","1","2","2","1","0","0","3","0","0","2","3","0","1","1","2","4","2","1","1","3",29,0,"2","1","3","1","1","2","5",13,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,16,NA,"1",1,"1","4","1","3",477.56
"1457",6406.4,NA,"2","1","2","1","1","2","1","16","4","1","2","2","1","0","1","2","1","0","2","4","0","2","4","2","5","2","2","1","3",36,1,"2","1",NA,"1","2","2","2",10,NA,"2","2","2","2","2","1","2","9","4","4","2",NA,11,NA,NA,1,"1","7","1","3",289.31
"1458",6384,NA,"2","1","1","0","1","2","1","15","9","1","2","2","1","0","0","2","1","0","2","3","0","5","1","2","3","1","1","1","3",34,5,"2","3","3","1","2","2","5",13,"1","1","2","2","1","2","2","2","9","4","4","1","1",8,NA,NA,1,"1","4","2","5",428.56
"1459",6370,24050,"2","2","2","2","1","4","1","16","20","2","2","2","2","0","2","1","0","0","2","3","0","7","1","3","3","2","2","2","3",36,4,"2","3","3","2","2","2","5",9,NA,"1","2","2","1","1",NA,NA,"2","4","4","2",NA,10,NA,"0",2,"1","4","1","2",384.32
"1460",6370,6370,"2","1","2","0","1","2","2","16",NA,NA,"2","2",NA,"0","0","2","0","0","4","2","1","6","1","2","2","2","1","2","3",29,2,"2","2","2","2","2","2","5",11,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,17,NA,"1",3,"1","7","1","3",276.86
"1461",6356.48,6356.48,"2","1","2","1","1","2","1","7",NA,NA,"2","2",NA,"0","1","1","0","0","5","2","1","3","1","3","3","2","1","2","3",46,0,"2","2","2","2","2","2","1",16,NA,"1","2","2","1","2","2","2","3","4","1","2",NA,12,NA,"0",0,"1","3","1","3",330.15
"1462",6344,NA,"2","1","1","0","1","2","1","16","15","1","2","2","1","0","0","1","0","0","2","1","0","7","1","2","1","2","1","1","3",33,4,"2","4","4","1","2","2","5",13,NA,"1","2","2","1","2","1","2","4","4","2","2",NA,14,NA,NA,0,"1","7","1","2",279.27
"1463",6318,24830,"2","1","2","0","1","2","1","19","13","1","2","2","1","0","0","1","1","0","2","2","0","5","1","2","2","1","1","1","2",33,0,"1","2","2","2","2","2","3",13,NA,"2","2","2","2","2","2","2","9","4","4","2",NA,15,"1","0",3,"1","7","1","1",213.12
"1464",6292,6292,"2","1","2","1","1","2","1","15",NA,NA,"2","2",NA,"0","1","1","0","0","6","2","1","6","1","3","0","1","1","1","3",25,1,"2","2","6","2","2","2","5",14,NA,"2","1","2","1","2","1","2","9","4","4","2",NA,10,NA,"0",0,"1","4","1","1",319.02
"1465",6292,6292,"2","1","1","0","1","2","1","15",NA,NA,"2","2",NA,"0","0","2","0","0","5","2","1","5","1","2","5","2","2","2","3",40,0,"2","1","6","2","2","2","5",15,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"0",2,"1","5","1","1",342.92
"1466",6281.6,26561.6,"1","1","2","1","1","2","1","15","13","1","1","1","1","0","1","1","0","0","2","2","0","7","1","3","5","2","2","1","3",21,0,"2","2","6","2","2","2","4",13,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,9,NA,"0",0,"2","5","1","1",323.39
"1467",6279,NA,"2","2","2","0","1","2","1","14","20","1","2","2","1","0","0","1","1","0","2","1","0","4","1","3","3","1","1","2","3",39,1,"2","2","5","1","1","1","2",13,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,4,NA,"0",0,"1","7","1","1",396.58
"1468",6279,47279,"2","1","2","1","1","2","1","20","2","1","2","2","1","0","1","1","0","0","2","2","0","2","1","4","2","2","2","2","3",34,0,"2","1","5","2","2","2","5",15,NA,"1","2","2","2","1",NA,NA,"2","4","4","2",NA,12,NA,"0",7,"1","4","1","3",255.34
"1469",6271.2,39871.2,"2","1","2","1","1","2","1","7","7","1","2","2","1","0","1","1","0","0","2","2","0","2","1","2","3","2","2","2","3",37,0,"2","2","3","2","1","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,17,NA,"1",0,"1","4","1","1",372.82
"1470",6250.4,36250.4,"2","1","2","2","1","2","1","15","4","1","2","2","1","0","2","1","0","0","2","3","0","2","1","3","1","1","1","2","3",27,9,"2","4","1","1","2","2","2",17,NA,"1","1","2","1","2","1","2","3","4","1","2",NA,13,NA,NA,0,"2","4","13","1",314.1
"1471",6250.4,24250.4,"2","1","2","1","1","2","1","15","15","3","2","2","3","0","0","2","0","0","2","2","0","6","1","2","2","2","2","2","3",38,0,"2","1","3","2","2","2","5",15,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,7,NA,NA,0,"1","7","1","2",316.9
"1472",6250.4,28350.4,"2","1","2","1","1","2","1","15","9","1","2","2","1","0","0","2","0","0","2","2","0","7","1","4","0","2","1","2","3",27,11,"2","4","6","1","2","2","5",9,NA,"1","1","2","1","2","1","2","3","4","1","2",NA,6,NA,"0",2,"2","4","13","2",325.96
"1473",6247.8,52247.8,"2","1","1","2","1","2","1","2","1","1","2","2","1","0","2","1","0","0","2","3","0","1","1","1","5","2","1","1","1",23,0,"2","1","2","2","2","2","5",9,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",2,"1","4","6","1",344.61
"1474",6240,18240,"2","1","2","1","1","2","1","16","20","1","2","2","1","0","1","1","0","0","2","2","0","2","1","2","1","2","2","1","1",40,1,"2","1","6","2","2","2","5",15,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,11,"1","4","1","1",350.6
"1475",6240,28080,"2","1","2","0","1","2","1","20","9","1","2","2","1","0","0","1","1","0","2","2","0","5","3","1","4","2","2","2","3",42,0,"2","1","5","2","2","2","5",17,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,10,NA,NA,11,"1","7","1","1",266.89
"1476",6240,6240,"2","1","1","0","1","1","1","5","20","3","2","2","8","0","0","1","0","0","2","1","0","2","3","1","3","2","2","2","3",43,1,"2","1",NA,"2","1","2","5",17,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,NA,0,"1","5","3","1",279.42
"1477",6240,23740,"2","1","2","1","1","8","1","15","15","1","2","2","1","0","1","1","0","0","2","2","0","5","1","1","4","2","1","2","3",41,3,"2","2","2","2","2","2","5",7,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,21,NA,NA,3,"1","5","6","4",394.41
"1478",6240,49240,"2","1","1","1","1","2","1","8","4","1","2","2","1","0","1","1","0","0","2","2","0","1","1","1","3","2","2","1","3",42,0,"2","2","5","2","2","2","5",17,NA,"1","1","2","2","1",NA,NA,"2","4","4","2",NA,12,NA,"0",1,"2","2","1","1",428.77
"1479",6240,NA,"2","1","1","1","1","2","1","15","2","1","2","2","1","0","1","1","0","0","2","2","0","3","1","2","4","2","2","2","3",36,1,"2","2","3","1","2","2","5",16,NA,"2","2","2","1","2","2","2","9","4","4","2",NA,17,NA,"0",0,"1","4","1","1",360.4
"1480",6240,NA,"4","1","2","1","1","2","1","2","2","1","2","2","1","0","1","1","1","0","2","3","0","1","1","1","3","2","2","2","3",38,0,"2","2","3","1","2","2","5",16,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,"0",5,"1","4","1","2",413.38
"1481",6234.8,41234.8,"2","1","2","2","1","2","1","3","2","1","2","2","1","1","1","1","0","0","2","3","0","2","7","2","4","2","1","1","3",32,0,"1","2","2","1","2","2","5",17,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,10,NA,"0",0,"1","4","4","3",310.04
"1482",6229.6,6229.6,"2","1","2","1","1","2","1","15",NA,NA,"2","2",NA,"0","0","2","0","0","5","2","1","3","1","1","2","2","2","1","3",34,9,"2","4","4","2","1","1","5",13,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,16,NA,NA,5,"1","7","1","1",344.63
"1483",6224.4,35224.4,"2","1","1","0","1","2","1","16","13","1","2","2","1","0","0","1","0","0","2","1","0","5","1","2","3","2","1","2","3",46,0,"2","1","2","2","2","2","5",18,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,13,NA,"0",1,"1","7","1","2",288.54
"1484",6149.52,6149.52,"2","1","2","0","1","2","1","15",NA,NA,"2","2",NA,"0","0","1","0","0","5","1","1","3","1","2","1","2","1","2","3",38,1,"1","2","2","1","2","2","5",7,NA,"2","2","2","1","2","2","2","9","4","4","2",NA,15,NA,NA,3,"1","7","1","2",297.73
"1485",6149,78149,"2","1","2","1","1","2","1","20","4","1","2","2","1","0","1","1","0","0","2","2","0","1","1","3","3","2","1","2","2",38,0,"2","1","5","2","2","2","1",15,NA,"1","2","2","2","2","2","2","9","4","4","2",NA,16,"1",NA,0,"1","5","1","1",244.81
"1486",6136,42136,"2","1","2","2","1","4","1","15","20","1","2","2","1","0","2","2","0","0","2","4","0","6","1","2","5","2","1","1","3",32,0,"2","2","3","1","2","2","5",18,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,15,NA,NA,1,"1","4","1","2",391.09
"1487",6136,61136,"2","1","1","1","1","2","1","15","8","1","2","2","1","0","1","2","0","0","2","3","0","1","1","1","4","2","2","2","2",46,1,"2","2","4","2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"1",0,"1","4","1","1",435.02
"1488",6125.6,36025.6,"2","1","2","0","1","2","1","8","9","1","2","2","1","0","0","1","1","0","2","2","0","4","1","2","1","2","2","1","3",38,0,"2","1","2","2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",2,"2","2","1","2",344.71
"1489",6121.44,NA,"2","1","2","0","1","2","1","20","20","1","2","2","1","0","0","1","1","0","2","2","0","7","1","3","3","1","1","2","3",39,8,"2","3","5","2","2","2","5",17,NA,"1","1","2","1","2","1","2","4","4","2","2",NA,9,NA,NA,0,"1","7","1","1",338.36
"1490",6120.4,NA,"2","1","2","2","1","2","1","16","16","1","2","2","1","0","2","1","0","0","2","3","0","6","1","1","5","2","2","2","3",34,0,"2","2","2","2","2","2","5",18,NA,"1","1","2","2","2","2","2","9","4","4","2",NA,6,"1","1",1,"1","2","1","2",314.61
"1491",6115.2,6115.2,"2","2","2","3","1","6","1","6",NA,NA,"2","2",NA,"1","2","1","0","0","1","4","1","3","6","3","1","1","1","1","3",20,8,"2","4","5","2","1","2","5",9,NA,"2","1","2","1","2","2","2","3","4","1","1","1",14,NA,NA,7,"1","4","6","3",260.47
"1492",6097.52,16075.28,"2","1","2","0","1","1","1","20","20","1","2","2","1","0","0","2","1","0","2","2","0","7","1","1","2","2","2","2","2",27,0,"2","2","2","2","2","2","5",16,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,10,NA,NA,0,"1","2","1","1",266.93
"1493",6084,6084,"2","2","2","0","1","5","2","15",NA,NA,"2","2",NA,"0","0","2","0","0","5","2","1","3","1","3","3","1","1","1","2",34,0,"2","2","3","1","2","2","5",15,NA,"2","2","2","2","2","2","2","9","4","4","2",NA,9,"1",NA,3,"1","4","2","5",302.15
"1494",6060.6,36300.6,"2","1","2","0","1","2","1","15","15","1","2","2","1","0","0","1","0","0","2","1","0","3","1","1","1","1","1","1","3",37,3,"2","3","2","1","2","2","5",11,NA,"1","1","2","1","2","1","2","3","4","1","2",NA,13,NA,"0",10,"1","5","4","3",460.44
"1495",6056.44,20758.4,"2","1","2","0","1","1","1","9","19","1","2","2","1","0","0","2","0","0","2","2","0","7","1","1","2","2","2","2","3",37,1,"2","2","5","2","2","2","5",14,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,9,NA,"1",6,"1","7","1","1",347.59
"1496",6042.4,9694.88,"2","1","1","3","1","5","1","16","19","3","2","2","3","0","3","1","0","0","2","4","0","6","1","2","2","2","1","2","3",33,2,"1","2",NA,"2","2","2","5",14,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,11,NA,NA,1,"1","6","5","2",311.18
"1497",6006,6006,"2","1","2","1","1","6","1","15",NA,NA,"2","2",NA,"0","0","2","0","0","6","2","1","7","1","4","2","2","1","2","3",23,2,"2","2","5","1","2","2","2",7,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,10,NA,"0",1,"1","7","1","1",322.29
"1498",6000,NA,"2","1","2","0","1","2","1","4","20","1","2","2","1","0","0","1","0","0","2","1","0","4","1","2","1","2","2","2","3",41,1,"2","1","3","2","2","2","1",17,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,7,NA,NA,0,"1","5","1","1",363.54
"1499",6000,206000,"2","1","2","0","1","2","1","20","9","1","2","2","1","0","0","1","0","0","2","1","0","1","1","1","4","2","1","1","3",37,0,"2","1","1","2","2","2","5",13,NA,"1","1","2","1","2","1","2","2","4","4","2",NA,14,NA,NA,4,"1","7","1","4",386.64
"1500",6000,18480,"2","1","2","3","1","2","1","7","19","1","2","2","1","1","1","2","0","0","2","4","0","7","1","2","1","2","1","1","2",40,0,"2","1","4","2","1","2","5",13,NA,"1","2","1","2","2","1","1","9","4","4","2",NA,11,NA,"0",0,"1","7","1","1",205.48
"1501",6000,9978,"2","1","2","2","1","2","1","9","20","2","2","2","2","0","2","2","0","0","2","4","0","6","3","3","3","2","2","2","3",38,0,"2","1",NA,"1","1","1","5",15,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,14,NA,"1",0,"1","5","1","2",254.6
"1502",6000,6000,"2","1","1","0","1","1","1","20",NA,NA,"2","2",NA,"0","0","1","0","0","4","1","1","3","1","3","1","1","1","1","1",28,7,"2","3","3","1","1","2","5",13,NA,"1","1","2","1","2","2","2","4","4","2","2",NA,12,NA,"1",9,"1","1","10","4",245.57
"1503",5990.4,43178.4,"2","1","1","0","1","2","1","8","15","1","2","2","1","0","0","1","1","0","2","2","0","1","1","2","5","2","2","2","2",39,0,"2","1","5","2","2","2","5",11,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,9,NA,"1",2,"2","4","1","2",386.15
"1504",5980,NA,"2","1","2","1","1","2","1","15","20","1","2","2","1","0","1","1","0","0","2","2","0","4","1","1","1","2","1","1","3",20,0,"1","1","2","1","2","2","5",10,NA,"1","1","2","2","2","1","2","2","4","4","2",NA,16,NA,NA,1,"1","7","1","2",374.92
"1505",5980,19271.2,"2","1","2","0","1","2","1","15","15","1","2","2","1","0","0","1","1","0","3","2","0","5","2","2","3","2","1","1","3",33,2,"2","3","3","2","2","2","2",13,NA,"1","1","2","1","2","1","2","3","2","1","2",NA,13,NA,"0",0,"1","2","3","2",266.11
"1506",5980,27820,"2","1","2","2","1","2","1","15","17","1","2","2","1","1","1","1","0","0","2","3","0","3","3","2","4","2","2","2","3",37,0,"2","2",NA,"2","2","2","5",16,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",3,"1","5","1","1",334.25
"1507",5974.8,21574.8,"2","1","2","1","1","2","1","15","1","1","2","2","1","0","1","1","0","0","2","2","0","6","1","1","3","2","1","2","3",43,2,"2","3","3","1","2","2","5",16,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,"1",0,"1","4","1","2",342.83
"1508",5943.6,5943.6,"2","1","2","0","1","2","1","15",NA,NA,"2","2",NA,"0","0","2","0","0","4","2","1","6","1","4","5","2","1","2","3",30,2,"2","2","3","2","1","2","5",16,NA,"2","1","2","1","1",NA,NA,"1","4","4","2",NA,17,NA,"0",2,"1","5","1","2",297.21
"1509",5928,20928,"2","1","1","0","1","2","1","20","13","1","2","2","1","0","0","1","0","1","2","1","0","4","1","1","5","2","1","1","3",37,5,"2","3","3","2","2","2","5",14,NA,"2","2","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,NA,4,"1","4","6","2",357.86
"1510",5928,47928,"2","1","1","0","1","2","1","7","15","1","2","2","1","0","0","1","1","0","2","2","0","1","1","4","1","2","2","1","2",31,6,"2","3","5","2","1","2","5",14,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,12,"1",NA,0,"1","7","2","3",267.21
