"","W1GrssyrMP","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","W1ch0_2HH","W1ch3_11HH","W1ch12_15HH","W1ch16_17HH","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W6NEETAct","W8DDEGP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QMAFI","W8DINCW"
"630",16800,16800,"1","1","2","0","1","2","2","15",NA,NA,"1","1",NA,"0","0","1","1","0","4","1","1","1","1","1","3","2","2","2","3",40,0,"2","2","6","2","2","2","5",15,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,7,NA,NA,0,"2","2","1","2",363.34
"631",16800,NA,"1","1","1","1","1","2","1","3","4","1","1","1","1","0","1","1","0","0","2","2","0","1","6","1","3","2","2","2","1",35,0,"2","1",NA,"2","2","2","5",18,NA,"2","2","2","2","1",NA,NA,"1","4","4","2",NA,8,NA,NA,9,"1","2","1","3",232.9
"632",16800,22944,"1","1","2","2","1","2","1","2","3","1","1","1","1","0","2","2","0","0","2","4","0","2","1","2","1","2","1","2","3",32,0,"2","2","2","1","2","2","3",9,NA,"1","2","2","1","2","1","2","9","4","4","2",NA,11,NA,NA,2,"1","2","1","3",341.41
"633",16800,44300,"1","1","2","1","1","2","1","4","4","1","1","1","1","0","1","1","0","0","2","2","0","1","1","3","1","2","2","1","3",17,6,"2","4","3","2","2","2","5",11,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,14,NA,"0",1,"1","7","14","1",363.4
"634",16800,40800,"2","1","2","1","1","2","1","15","9","1","2","2","1","0","1","1","0","0","2","2","0","3","1","2","4","2","2","2","3",38,0,"2","2","1","2","2","2","5",19,NA,"1","1","2","2","2","1","2","9","4","4","2",NA,15,NA,"0",3,"1","5","1","1",407.06
"635",16800,57972,"1","1","2","1","1","2","1","8","15","1","1","1","1","0","0","2","1","0","2","3","0","2","1","2","3","2","1","2","3",28,1,"2","2","3","1","2","2","5",13,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,12,NA,"1",0,"1","7","1","1",415.82
"636",16800,39600,"2","1","1","0","1","2","1","7","2","1","2","2","1","0","0","1","0","0","2","1","0","2","1","1","1","2","1","1","3",37,7,"2","3","2","1","2","2","5",8,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",2,"2","4","1","1",390.68
"637",16800,38800,"1","1","2","0","1","2","1","15","7","1","1","1","1","0","0","1","0","0","2","1","0","2","1","2","5","2","1","2","3",37,2,"2","2","3","2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"9","4","4","2",NA,17,NA,"1",1,"1","7","1","2",381.55
"638",16800,38400,"1","1","2","2","1","2","1","7","4","1","1","1","1","2","0","1","1","0","2","4","0","1","1","1","3","2","1","2","3",31,3,"2","4","2","2","2","2","5",14,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,19,NA,"1",0,"1","4","1","4",395.83
"639",16796.52,16796.52,"1","1","2","1","1","2","1","6",NA,NA,"1","1",NA,"0","1","1","0","0","5","2","1","2","6","1","3","2","1","2","3",34,0,"2","1","6","2","2","2","5",16,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,14,NA,NA,6,"1","2","1","3",253.81
"640",16770,16770,"8","1","2","3","1","5","2","20","19","3","3","6","8","0","2","2","1","0","2","5","0","8","5","1","3","2","2","2","3",39,0,"2","1",NA,"2","2","2","2",15,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,12,"1","0",0,"1","2","1","2",236.69
"641",16700,50320,"1","1","2","1","1","2","1","4","7","1","1","1","1","0","1","1","0","0","2","2","0","1","1","1","2","2","1","1","3",36,2,"2","2","3","1","1","2","5",13,NA,"1","2","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,"1",0,"1","4","1","1",369.71
"642",16680,38988,"1","1","2","1","1","2","1","4","15","1","1","1","1","0","1","1","0","0","3","2","0","6","1","3","3","2","1","2","3",45,0,"2","1","2","2","2","2","5",16,NA,"1","1","2","2","2","2","2","9","4","4","2",NA,10,"1",NA,0,"1","2","1","1",286.13
"643",16668,58668,"2","1","2","1","1","2","1","2","2","1","2","2","1","0","1","1","0","0","2","2","0","2","1","2","3","2","2","2","3",46,3,"2","3","6","2","2","2","5",17,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,0,"1","4","1","1",454
"644",16644,16644,"1","1","2","1","1","2","2","4","8","3","1","1","3","0","0","2","1","0","2","3","0","2","1","2","3","2","2","2","3",28,0,"2","1","5","2","2","2","5",14,NA,"1","2","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"1",4,"1","4","1","2",353.96
"645",16640,37232,"1","1","2","2","1","2","1","15","16","1","1","1","1","0","1","2","0","0","3","3","0","5","1","2","1","2","1","2","3",34,0,"2","1","2","1","2","2","5",10,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,8,NA,"0",0,"4","4","2","3",383.88
"646",16640,16640,"2","1","2","0","1","2","1","2",NA,NA,"2","2",NA,"0","0","1","1","0","6","2","1","2","6","1","3","2","1","2","3",44,1,"2","1","4","2","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",1,"1","7","1","1",265.38
"647",16600,36600,"2","1","2","0","1","2","1","15","20","1","2","2","1","0","0","1","1","0","2","2","0","4","1","4","4","2","1","2","3",25,0,"2","1","2","1","2","2","1",9,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,10,NA,"0",1,"1","7","1","1",326.64
"648",16524,16524,"1","2","2","1","1","2","1","2",NA,NA,"1","1",NA,"0","0","1","0","0","4","1","1","1","1","3","4","2","1","1","3",35,7,"2","4","2","1","1","2","5",7,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,12,NA,NA,1,"1","4","2","2",285.94
"649",16513.12,39513.12,"2","1","2","1","1","2","1","2","4","1","2","2","1","0","1","1","0","0","2","2","0","5","2","2","3","2","2","2","3",32,0,"1","1",NA,"2","2","2","5",11,NA,"1","1","1","1","2","2","1","9","4","4","2",NA,11,NA,"1",1,"1","5","1","1",229.63
"650",16500,36260,"2","1","2","3","1","2","1","8","15","1","2","2","1","0","2","2","0","0","2","4","0","3","1","1","3","2","1","2","3",46,0,"2","2","2","2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,18,NA,"0",0,"1","7","1","2",362.48
"651",16500,66500,"1","1","2","1","1","1","1","7","20","1","1","1","1","0","1","1","0","0","2","2","0","4","3","1","5","2","2","2","3",38,0,"2","2","5","2","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,9,NA,"1",0,"1","5","3","2",302.4
"652",16499.6,44891.6,"1","1","2","1","1","2","1","15","7","1","1","1","1","0","1","1","1","0","2","3","0","1","1","1","3","2","2","2","3",39,0,"1","1","3","1","2","2","5",18,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"0",2,"1","4","1","2",378.86
"653",16476,16476,"1","1","2","1","1","4","1","5",NA,NA,"1","1",NA,"0","1","1","0","0","5","2","1","6","1","2","5","2","1","1","3",42,8,"2","4","6","2","1","2","5",18,NA,"1","1","2","2","2","2","2","9","4","4","2",NA,10,NA,"0",0,"4","7","1","3",260.21
"654",16400,16400,"1","1","2","1","1","2","1","15",NA,NA,"1","1",NA,"0","1","1","0","0","3","2","0","2","1","3","2","2","2","1","3",39,0,"2","1",NA,"2","1","2","5",17,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,10,NA,"1",2,"1","2","1","1",430.31
"655",16389.88,28889.88,"1","1","1","1","1","2","1","7","15","1","1","1","1","0","0","2","0","0","2","2","0","2","1","1","2","2","1","1","2",40,1,"2","1","4","1","2","2","2",12,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,"1",0,"2","2","1","2",380.79
"656",16386.24,41386.24,"1","1","2","2","1","2","1","15","15","1","1","1","1","0","1","2","0","0","2","3","0","4","1","1","2","2","2","2","2",38,0,"2","1",NA,"2","2","2","5",17,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,16,NA,NA,0,"1","2","2","1",415.07
"657",16380,NA,"1","1","2","0","1","2","1","7","7","1","1","1","1","0","0","1","0","0","2","1","0","1","1","2","5","2","1","2","3",47,0,"2","1","2","2","2","2","5",16,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,8,NA,"0",1,"1","4","1","1",366.57
"658",16380,16380,"1","1","2","1","1","2","1","7",NA,NA,"1","1",NA,"0","1","1","1","0","5","3","1","3","1","1","3","2","1","1","3",28,10,"2","4","2","1","2","2","5",8,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,4,NA,"0",6,"2","2","1","2",391.63
"659",16380,16380,"1","1","2","0","1","6","2","20",NA,NA,"1","1",NA,"0","0","1","1","0","6","2","1","2","7","1","4","2","2","1","3",40,4,"1","2",NA,"1","1","2","5",15,NA,"2","1","2","1","2","1","2","9","4","4","2",NA,10,NA,"0",9,"1","2","1","4",249.06
"660",16380,38220,"1","1","2","1","1","2","1","3","13","1","1","1","1","0","1","1","0","0","2","2","0","2","1","1","1","2","1","1","3",40,3,"2","3","2","1","1","2","5",6,NA,"1","2","1","1","2","2","2","9","4","4","2",NA,11,NA,"1",1,"1","7","5","1",388.36
"661",16356.6,16356.6,"1","1","2","5","1","2","1","20","15","1","3","6","1","0","4","2","0","0","2","6","0","2","4","2","3","2","2","2","3",42,0,"2","1",NA,"2","2","2","5",17,NA,"1","2","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,1,"1","5","1","1",265.36
"662",16354,52910,"1","1","2","0","1","2","1","4","9","1","1","1","1","0","0","1","0","0","2","1","0","2","1","2","4","2","1","2","3",39,0,"2","1","3","2","2","2","5",15,NA,"2","1","2","1","1",NA,NA,"1","4","4","2",NA,12,NA,"0",0,"1","7","1","2",476.98
"663",16354,48854,"1","1","2","0","1","2","1","15","20","1","1","1","1","0","0","1","1","0","2","2","0","4","1","2","2","2","1","1","3",37,0,"2","1","1","1","1","2","5",16,NA,"1","2","2","1","1",NA,NA,"1","4","4","2",NA,17,NA,"1",0,"1","2","1","2",379.99
"664",16320,49440,"1","1","2","1","1","2","1","4","8","1","1","1","1","0","0","2","1","0","2","2","0","2","1","2","1","2","2","2","3",33,0,"2","2","4","2","2","2","4",11,NA,"1","1","1","1","2","1","1","9","4","4","2",NA,12,NA,"0",0,"1","7","3","1",308.87
"665",16307.2,30243.2,"1","1","2","1","1","2","1","15","15","1","1","1","1","0","1","1","0","0","2","2","0","3","1","1","5","2","2","2","2",40,0,"2","1","2","2","2","2","5",11,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,18,NA,"0",0,"1","7","12","2",351.34
"666",16257.8,43857.8,"1","1","2","3","1","2","1","2","7","1","1","1","1","1","0","1","0","0","3","2","0","2","1","2","4","2","1","1","2",42,1,"2","3",NA,"2","2","2","5",13,NA,"1","1","2","1","1",NA,NA,"9","4","4","2",NA,12,NA,"0",1,"2","7","1","1",301.93
"667",16217,45797,"2","1","2","1","1","2","1","15","2","1","2","2","1","0","1","1","0","0","2","2","0","1","1","2","2","2","2","2","3",33,0,"2","1","2","2","2","2","5",15,NA,"1","1","2","1","2","1","2","3","4","1","2",NA,16,NA,"1",0,"1","4","1","2",411.55
"668",16200,16200,"1","1","2","0","1","2","1","15",NA,NA,"1","1",NA,"0","0","1","0","0","4","1","1","3","1","1","5","2","2","1","3",47,0,"2","1","5","2","2","2","5",19,NA,"2","1","2","1","2","1","2","7","4","4","2",NA,10,NA,NA,9,"1","4","2","3",325.36
"669",16200,40200,"1","1","2","1","1","2","1","5","2","1","1","1","1","0","0","2","0","0","2","2","0","3","7","2","3","2","1","2","3",30,0,"2","1",NA,"2","2","2","5",14,NA,"2","1","2","2","1",NA,NA,"2","4","4","2",NA,13,NA,"0",3,"1","7","3","2",294.81
"670",16120,16120,"1","1","2","0","1","4","1","6",NA,NA,"1","1",NA,"0","0","1","0","0","1","1","1","2","6","2","4","2","2","2","2",38,3,"2","1","5","1","2","1","5",12,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,9,NA,NA,2,"1","2","2","2",268.78
"671",16120,37232,"2","2","2","0","1","2","1","6","20","1","2","2","1","0","0","1","2","0","2","3","0","7","1","2","4","2","1","1","3",33,4,"2","3","4","2","2","2","5",14,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,7,NA,"1",7,"1","4","1","3",362.92
"672",16000,NA,"2","1","2","2","1","2","1","3","1","1","2","2","1","0","2","1","0","0","2","3","0","1","1","2","0","2","1","2","3",35,1,"2","1","1","1","2","2","5",7,NA,"1","1","2","2","2","2","2","9","4","4","2",NA,17,"1",NA,0,"1","1","1","1",372.31
"673",16000,91000,"3","1","2","2","1","2","1","15","7","1","1","1","1","1","1","1","0","0","2","3","0","4","1","1","2","2","1","2","2",39,0,"2","2","3","1","2","2","5",18,NA,"1","2","2","1","1",NA,NA,"1","4","4","2",NA,17,NA,NA,1,"1","7","3","3",352.12
"674",16000,46000,"1","1","2","0","1","2","1","8","4","1","1","1","1","0","0","1","0","0","3","1","0","1","1","2","2","2","1","2","3",43,0,"1","1","3","2","2","2","4",16,NA,"1","2","1","1","2","1","2","9","4","4","2",NA,8,NA,"0",4,"2","2","1","3",309.09
"675",16000,46000,"1","1","1","1","1","2","1","19","13","1","1","1","1","0","0","2","0","0","1","2","0","2","1","3","1","1","1","2","1",36,0,"2","2","3","2","1","2","5",12,NA,"2","1","2","2","2","2","2","3","4","1","2",NA,14,NA,"1",0,"1","7","5","1",260.82
"676",16000,NA,"2","1","2","2","1","2","1","15","7","1","2","2","1","0","1","2","0","0","2","3","0","2","1","1","1","2","2","2","3",37,0,"2","1","5","2","2","2","5",14,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"1",0,"1","7","6","1",438.86
"677",16000,16000,"1","1","2","0","1","5","1","8",NA,NA,"1","1",NA,"0","0","1","1","0","5","2","1","3","1","1","4","2","2","2","3",40,3,"2","3","2","2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",4,"1","4","1","3",414.35
"678",16000,72000,"1","1","2","0","1","2","1","2","2","1","1","1","1","0","0","1","0","1","2","1","0","1","1","2","5","2","1","1","3",35,0,"2","1","1","2","2","2","5",15,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"1",0,"1","2","1","3",276.93
"679",15969.2,25500.8,"1","2","2","0","1","2","2","6","13","1","1","1","1","0","0","1","0","0","2","1","0","6","1","4","5","1","1","1","3",40,1,"1","1","2","1","1","2","5",14,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,14,NA,"0",0,"2","2","1","1",348.3
"680",15960,41448,"1","1","1","1","1","2","1","15","7","1","1","1","1","0","1","1","1","0","2","3","0","2","1","2","2","2","1","1","2",34,0,"2","1","2","2","2","2","5",15,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,16,NA,"0",0,"1","2","1","1",411.22
"681",15879.24,NA,"1","1","2","1","1","2","1","3","15","1","1","1","1","0","1","1","0","0","2","2","0","5","1","3","1","2","1","1","3",33,0,"2","2",NA,"1","2","2","5",9,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,8,NA,NA,0,"2","4","3","3",381.77
"682",15840,15840,"1","1","2","0","1","4","1","4",NA,NA,"1","1",NA,"0","0","1","1","1","4","2","1","3","1","2","4","1","1","1","3",32,2,"2","3","2","2","2","2","5",15,NA,"2","2","2","1","2","1","2","9","4","4","2",NA,6,NA,NA,2,"1","2","14","2",319.15
"683",15750,15750,"1","1","2","1","1","1","1","7","4","1","3","5","1","0","1","1","0","0","2","2","0","1","1","2","5","2","1","2","3",39,0,"2","1","3","1","1","2","5",17,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",8,"1","4","6","3",348.8
"684",15741.6,36918.6,"1","1","2","1","1","2","1","8","13","1","1","1","1","0","1","1","0","0","2","2","0","5","1","1","3","2","1","2","2",39,0,"2","1","3","1","2","2","5",13,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,16,NA,"1",7,"1","5","5","2",398.44
"685",15672,61272,"2","1","2","2","1","2","1","2","8","1","2","2","1","0","2","1","0","1","3","3","0","2","1","1","4","2","1","2","3",45,1,"2","1","2","1","1","2","5",16,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,16,NA,"1",0,"1","4","1","1",354.25
"686",15635.88,NA,"1","1","2","1","1","5","1","9","20","1","1","1","1","0","0","2","0","0","2","2","0","7","1","3","1","2","1","2","3",28,0,"2","1","3","1","2","2","5",13,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,12,NA,NA,8,"1","4","2","3",383.04
"687",15615.6,15615.6,"1","1","2","2","1","2","2","4",NA,NA,"1","1",NA,"0","1","2","0","0","5","3","1","1","2","1","3","2","1","1","1",40,8,"2","4","3","1","2","1","5",7,NA,"1","2","2","1","2","1","2","7","4","4","2",NA,12,NA,NA,3,"1","4","2","3",207.72
"688",15615.6,49615.6,"10","1","2","0","1","2","1","15","4","1","3","6","1","0","0","1","0","0","2","1","0","5","1","1","3","2","1","2","3",34,0,"2","2","2","2","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,10,NA,"1",11,"1","7","1","2",323.69
"689",15610.4,15610.4,"2","1","2","1","1","2","1","2",NA,NA,"2","2",NA,"0","1","1","0","0","1","2","1","2","1","2","5","2","2","2","3",41,0,"2","1",NA,"2","2","2","5",17,NA,"1","1","2","1","2","1","2","3","4","1","2",NA,15,NA,"1",0,"1","4","1","1",330.89
"690",15607.8,NA,"2","1","2","2","1","2","1","5","5","1","2","2","1","0","1","2","0","0","2","3","0","2","1","2","3","2","2","2","3",33,9,"2","3","6","2","2","2","5",7,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,11,NA,"0",4,"1","4","1","3",368.84
"691",15600,34450,"1","1","2","0","1","2","1","20","15","1","1","1","1","0","0","1","0","0","2","1","0","2","1","1","4","2","1","1","3",29,4,"2","2","6","1","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"2","4","4","2",NA,13,NA,NA,2,"1","2","2","2",359.9
"692",15600,32600,"1","1","2","0","1","2","1","7","9","1","1","1","1","0","0","1","1","0","3","2","0","2","1","3","1","2","1","2","3",24,5,"2","1","2","2","2","2","5",11,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,9,NA,NA,2,"1","4","1","2",238.94
"693",15600,NA,"1","1","2","0","1","2","1","8","13","1","1","1","1","0","0","1","0","0","2","1","0","2","1","4","0","2","1","2","3",20,3,"2","2","1","1","2","2","5",9,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,10,NA,NA,9,"1","5","2","2",380.3
"694",15600,17423.64,"1","1","1","1","1","2","1","4","2","1","2","2","1","0","1","1","0","0","3","2","0","2","1","2","4","2","1","2","3",24,0,"2","1","3","1","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,NA,0,"1","2","1","2",399.23
"695",15600,99600,"1","1","2","1","1","2","1","15","8","1","1","1","1","0","0","1","1","0","2","2","0","2","1","1","3","2","1","2","3",42,0,"2","2","2","1","2","2","5",12,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,16,NA,"0",2,"1","4","1","1",413.07
"696",15600,23556,"1","1","2","1","1","2","1","14","16","1","2","2","1","0","1","2","0","0","2","3","0","6","1","3","1","2","2","1","3",31,1,"2","2","2","1","1","1","5",7,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,7,NA,"0",3,"2","4","1","1",358.43
"697",15600,NA,"1","1","2","0","1","2","1","15","4","1","1","1","1","0","0","1","1","1","2","2","0","3","1","2","4","2","2","1","3",41,1,"2","2","4","2","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"0",1,"1","5","2","2",398.81
"698",15600,27352,"1","1","2","0","1","1","1","15","20","1","1","1","1","0","0","2","1","0","2","3","0","6","1","4","2","2","1","2","3",34,1,"2","1",NA,"1","2","2","5",13,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,12,NA,"0",0,"2","4","1","2",281.79
"699",15600,30030,"1","1","1","1","1","2","1","8","15","1","1","1","1","0","1","1","0","0","2","2","0","7","1","1","2","2","2","2","3",38,1,"2","1","5","2","2","2","5",20,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,18,NA,"1",0,"1","7","1","1",361.06
"700",15600,NA,"2","1","2","0","1","2","1","5","15","1","2","2","1","0","0","1","1","0","2","2","0","3","1","2","3","2","1","2","3",38,0,"2","1","3","2","2","2","5",16,NA,"1","1","2","1","1",NA,NA,"9","4","4","2",NA,13,NA,"1",1,"3","2","3","1",396.79
"701",15600,25449.84,"1","1","1","0","1","2","1","5","13","2","1","1","2","0","0","1","0","0","2","1","0","2","1","1","2","2","1","2","3",26,1,"2","1","5","2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"1",0,"2","4","1","2",399.13
"702",15600,63120,"1","1","2","1","1","2","1","20","3","1","1","1","1","0","0","2","0","0","2","2","0","1","1","1","2","2","2","1","3",41,4,"2","3","3","2","2","1","5",7,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,20,NA,"1",6,"1","5","1","2",354.64
"703",15600,30160,"1","1","1","0","1","2","1","14","15","1","1","1","1","0","0","2","0","0","2","2","0","5","1","1","3","2","2","2","3",41,0,"2","1","2","1","1","2","5",18,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",1,"1","7","2","2",427.74
"704",15600,15600,"1","1","1","1","1","2","2","2",NA,NA,"1","1",NA,"0","0","2","0","0","4","2","1","3","1","1","2","2","1","1","3",36,0,"2","1","5","2","2","2","5",15,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,13,NA,"1",3,"1","4","1","3",346.49
"705",15500,59500,"1","1","2","1","1","2","1","4","4","1","1","1","1","0","0","2","0","0","2","2","0","2","1","1","3","2","1","2","3",32,0,"2","1","2","2","2","2","5",15,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"1",0,"1","2","1","2",448.24
"706",15470,NA,"1","1","2","0","1","2","1","15","20","1","1","1","1","0","0","1","1","0","2","2","0","7","1","2","4","2","2","2","3",41,0,"2","2","5","2","2","2","5",11,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,11,NA,"1",0,"1","5","2","1",354.55
"707",15470,NA,"1","1","2","1","1","2","1","15","1","1","1","1","1","0","1","1","0","0","3","2","0","2","8","1","5","2","2","2","3",37,2,"2","1","4","2","2","2","5",17,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",6,"1","4","1","3",280.61
"708",15430.48,15430.48,"1","1","2","0","1","2","2","15",NA,NA,"1","1",NA,"0","0","1","0","0","4","1","1","2","1","1","3","2","1","2","3",43,0,"2","2","3","2","1","2","5",16,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,9,NA,"0",0,"2","2","2","2",368.83
"709",15392,NA,"1","1","2","1","1","6","1","2","1","1","1","1","1","0","1","1","0","0","2","2","0","6","7","1","5","2","2","1","3",43,7,"1","2","5","1","2","2","5",16,NA,"2","1","2","2","2","1","2","2","2","1","2",NA,14,NA,"1",3,"1","5","6","1",300.76
"710",15372,40836,"1","1","1","0","1","2","1","4","5","1","1","1","1","0","0","1","1","0","2","2","0","2","1","3","0","2","1","2","1",31,0,"2","1","3","2","1","2","4",12,NA,"1","1","1","1","2","1","1","9","4","4","2",NA,8,NA,"0",0,"1","5","1","3",307.58
"711",15303.6,30303.6,"2","1","2","1","1","2","1","15","16","1","2","2","1","0","1","1","0","0","2","2","0","2","1","2","4","2","1","2","3",30,2,"2","2","4","2","2","2","5",17,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,11,NA,NA,5,"1","5","13","4",458.96
"712",15288,40300,"1","1","2","0","1","2","1","15","4","1","1","1","1","0","0","1","0","0","2","1","0","1","1","2","2","1","1","1","3",34,8,"2","4","2","1","2","2","5",13,NA,"2","1","2","1","2","1","2","3","4","1","2",NA,12,NA,"1",0,"1","5","11","2",465.94
"713",15267.2,15267.2,"1","1","2","0","1","2","1","20","20","1","3","6","1","0","0","1","0","0","2","1","0","7","4","1","3","2","2","1","3",41,0,"2","2",NA,"2","2","2","5",16,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,9,NA,"1",1,"1","5","2","1",241.96
"714",15215.2,20685.6,"1","1","2","1","1","2","1","15","16","1","2","2","1","0","1","1","0","0","2","2","0","6","1","2","3","2","2","2","3",36,5,"2","2","1","2","1","2","5",14,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,20,NA,NA,0,"1","4","1","1",291.46
