W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QDEB2
-1,1,1,2,1,1,2,1,5,4,1,1,1,1,0,3,2,0,3,6,2,5,2,2,1,3,29,1,-1,2,5,1,2,2,5,10,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,13,6,1,4,1,4000
38448,1,1,2,1,1,5,2,4,2,1,1,1,1,0,3,2,0,2,6,1,5,2,2,2,3,39,0,2,1,-91,2,2,2,5,15,-91,2,1,2,2,2,1,2,3,4,1,2,-91,10,4,1,5,1,2000
-1,1,1,2,0,-999,-999,-91,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,1,1,2,2,1,2,2,28,0,2,2,3,2,2,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,12,10,1,3,1,7000
36900,1,1,1,1,1,2,1,4,5,1,1,1,1,0,2,2,0,2,2,2,4,2,2,2,3,35,0,2,1,4,2,2,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,0,2,4,1,1560
16994,1,1,2,2,1,5,1,4,-98,-98,1,1,-98,0,5,2,1,2,6,2,5,1,2,1,3,39,0,-1,2,5,1,2,1,5,8,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,3,1,7,1,16000
33000,1,1,2,1,1,2,1,15,15,1,1,1,1,0,2,2,0,4,1,2,2,2,1,2,3,32,0,2,1,1,1,2,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,11,1,1,2,1,4000
34000,1,1,2,0,1,1,1,15,1,1,1,1,1,0,2,1,0,2,5,1,4,2,2,1,3,41,0,-1,2,-91,2,2,1,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,2,2,4,1,4000
40000,2,1,2,1,1,2,1,15,2,1,2,2,1,0,2,2,0,1,1,1,3,2,1,2,3,35,2,2,1,2,2,2,2,5,18,-91,1,1,2,1,2,2,2,9,4,4,2,-91,16,2,1,2,1,2000
40404,1,1,1,1,1,2,1,3,9,1,1,1,1,0,2,2,0,2,1,1,5,2,1,1,3,43,0,2,2,3,1,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,9,2,1,7,6,10000
47226,1,1,1,1,1,2,1,6,8,1,1,1,1,0,2,2,0,2,1,1,2,2,2,1,1,34,3,2,2,5,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,0,1,4,1,7000
40248,1,1,2,0,1,2,1,15,4,1,1,1,1,0,2,2,0,2,1,1,2,2,2,2,3,40,0,2,1,2,2,2,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,10,2,1,7,1,200
59020,2,1,2,1,1,2,1,15,16,1,2,2,1,0,2,2,0,2,1,1,3,2,1,2,3,39,2,2,1,2,2,2,2,5,11,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,17,3,1,4,1,1000
50786.4,2,1,2,4,1,2,1,15,15,1,2,2,1,0,3,3,0,1,1,4,2,2,1,1,1,30,2,2,1,6,2,1,2,5,1,1,2,1,2,2,2,2,2,9,4,4,1,1,8,1,1,4,13,2000
17238,1,1,2,0,1,1,1,20,15,1,3,6,1,0,2,2,0,3,1,2,3,2,2,2,3,46,0,2,1,5,2,2,2,5,14,-91,1,2,2,1,2,2,1,9,4,4,2,-91,5,0,1,4,5,1000
17280,1,1,1,0,1,2,1,2,-98,-98,1,1,-98,0,1,1,1,2,1,1,2,2,1,1,3,28,2,2,3,6,2,1,2,5,9,-91,2,1,2,2,2,2,2,9,4,4,2,-91,8,8,1,2,5,4678
17316,1,1,2,1,1,2,1,7,-99,-99,1,1,-99,0,5,2,0,3,1,1,2,2,1,2,3,34,2,2,3,3,2,2,2,5,12,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,9,6,1,4,1,5000
53316,1,1,2,0,1,2,1,6,2,1,1,1,1,0,2,1,0,2,1,3,-91,2,1,1,3,23,5,2,3,2,1,2,2,5,11,-91,2,2,2,2,2,2,2,9,4,4,2,-91,10,-1,1,4,1,20000
17384.64,1,2,2,0,1,2,1,-98,-98,-98,-98,-98,-98,0,-98,2,0,7,4,2,5,2,2,1,3,41,2,2,1,-91,2,2,2,5,18,-91,2,1,2,2,2,2,2,9,4,4,2,-91,11,0,2,2,1,15000
-99,1,1,2,1,1,4,1,2,-99,3,1,1,3,0,2,2,0,3,3,1,2,2,2,2,3,33,2,-1,2,3,1,2,2,5,17,-91,2,1,2,1,2,1,2,3,4,1,2,-91,10,7,1,4,5,2500
30672,1,1,2,1,1,2,1,14,14,1,1,1,1,0,2,2,0,2,1,1,3,2,2,2,3,40,5,2,4,-91,2,1,2,5,16,-91,2,2,2,2,2,2,1,9,4,4,2,-91,11,4,1,3,1,150
17680,10,2,1,1,1,4,1,-98,16,3,-98,-98,6,0,-98,2,1,7,1,1,1,2,1,1,3,32,0,1,2,4,1,1,2,3,7,-91,2,2,2,2,2,1,2,7,4,4,2,-91,10,10,1,5,2,3000
22685,1,1,2,1,1,2,1,13,9,1,2,2,1,0,2,3,0,5,1,1,3,2,2,2,3,31,4,2,1,2,2,2,2,5,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,0,-8,4,2,2000
25004.2,1,1,1,-995,1,2,1,15,9,1,1,1,1,0,2,1,0,5,1,1,4,2,1,1,-94,35,1,2,2,3,1,2,2,5,16,-91,1,1,2,1,2,1,2,3,4,1,2,-91,15,0,1,7,1,5000
17850,1,1,2,1,1,2,1,15,-99,-99,1,1,-99,0,3,3,0,-99,1,2,3,2,1,2,3,39,0,2,2,2,1,2,2,9,15,-91,1,1,2,1,2,2,1,9,4,4,2,-91,14,0,1,4,1,2500
59069.4,1,1,2,0,1,2,1,2,1,1,1,1,1,0,2,2,0,-94,1,2,4,1,2,1,3,36,0,2,1,3,1,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,0,1,7,1,20000
-92,1,1,2,0,1,2,1,4,16,1,1,1,1,0,2,2,0,2,1,2,1,2,1,2,3,30,0,2,1,3,2,2,2,5,15,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,0,1,2,1,30000
-3,3,1,2,0,1,2,1,2,7,1,1,1,1,0,2,1,0,4,1,2,4,2,1,1,3,37,7,2,3,5,2,1,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,0,2,4,1,4000
18000,3,2,1,1,1,2,1,15,-99,-99,1,1,-99,0,3,1,0,4,1,-1,-91,-92,-92,1,1,23,-92,2,-92,2,1,2,2,4,11,-91,2,2,2,1,2,2,2,9,4,4,2,-91,13,0,1,4,1,62
18000,1,1,2,0,1,2,1,7,-98,-98,1,1,-98,0,5,1,1,2,1,1,4,2,1,2,3,35,5,2,3,4,2,2,2,5,15,-91,1,1,1,1,2,2,2,9,4,4,1,1,12,0,2,3,2,600
18000,3,1,2,1,1,2,1,8,-99,-99,1,1,-99,0,3,4,0,-99,1,4,3,2,2,-1,1,22,1,2,2,1,2,2,2,5,4,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,0,1,7,1,5000
18000,1,1,1,1,1,5,1,4,-98,-98,1,1,-98,0,5,3,1,2,1,2,3,2,1,1,3,36,1,2,1,2,2,2,2,5,18,-91,1,1,2,2,2,2,2,9,4,4,2,-91,15,0,1,5,14,9000
18000,1,1,2,0,1,2,1,15,-98,-98,1,1,-98,0,5,1,1,2,1,1,3,2,2,1,3,40,3,2,2,4,2,2,2,5,18,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,10,1,2,1,19000
39112,1,1,2,0,1,2,1,8,20,1,1,1,1,0,2,1,0,7,1,3,4,1,1,1,3,31,7,2,4,4,1,1,2,3,10,-91,2,2,2,2,2,2,2,6,2,4,2,-91,13,1,1,4,13,7000
54400,2,1,2,1,1,2,1,1,1,1,2,2,1,0,2,3,0,2,1,1,3,2,2,2,3,33,1,2,2,4,-92,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,4,1,5,1,1000
67992,1,1,2,0,1,2,1,9,15,1,1,1,1,0,2,1,0,2,1,1,4,2,1,1,3,35,3,2,2,5,1,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,19,3,1,4,1,20000
207105,1,1,2,2,1,2,1,2,9,1,1,1,1,0,2,3,0,2,1,4,2,2,2,2,3,43,0,2,1,3,2,2,2,5,17,-91,1,1,1,1,2,1,1,9,4,4,2,-91,7,2,1,2,1,2300
18200,1,1,2,1,1,2,1,4,-98,-98,1,1,-98,0,4,2,1,2,1,2,3,2,1,1,3,36,0,2,2,3,2,2,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,18,4,1,4,1,3500
20540,1,1,2,0,1,2,1,3,13,1,1,1,1,0,2,1,0,3,1,2,3,2,1,1,3,43,1,2,2,2,2,2,2,5,11,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,2,2,2,1,15000
25937.6,1,1,2,1,1,2,1,2,13,1,2,2,1,0,2,2,0,5,1,1,3,2,1,2,3,39,0,2,1,2,2,2,2,2,17,-91,1,1,1,1,2,2,1,8,4,3,2,-91,7,0,1,4,1,10000
30160,3,1,2,0,1,2,1,9,9,1,2,2,1,0,2,2,0,4,1,2,2,2,1,2,3,32,0,2,1,3,1,1,2,2,11,-91,1,2,2,1,1,-91,-91,9,4,4,2,-91,6,1,1,4,1,3500
49400,1,1,2,0,1,2,1,15,9,1,1,1,1,0,2,2,0,1,1,3,2,2,1,1,2,27,6,2,3,2,2,1,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,17,3,1,4,1,3000
18252,1,1,1,1,1,4,1,15,13,1,3,6,1,0,2,2,0,6,1,3,1,2,1,2,3,39,0,2,1,3,1,2,2,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,0,1,4,1,8000
18256,1,1,2,2,1,2,1,4,-98,-98,1,1,-98,0,4,3,1,2,1,3,1,1,2,1,2,34,0,2,2,5,2,2,2,5,15,-91,1,1,2,2,2,2,2,9,4,4,2,-91,18,1,1,4,1,9707
24518,1,1,2,0,1,2,1,9,13,1,2,2,1,0,2,3,0,5,1,3,4,2,1,-1,3,25,3,2,2,3,2,2,2,5,9,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,1,2,2,2,3000
18480,1,1,2,0,1,2,1,7,-98,-98,1,1,-98,0,5,1,1,3,1,2,3,2,2,1,3,31,0,2,1,2,1,2,2,1,18,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,2,1,3,1,1000
18500,1,1,2,0,1,4,1,4,-98,-98,1,1,-98,0,1,1,1,5,2,3,0,2,2,1,3,37,2,2,2,6,1,1,2,4,9,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,0,1,4,3,100
18535.92,1,1,2,2,1,2,1,20,9,1,3,6,1,0,2,3,0,5,4,2,5,2,2,2,3,40,0,2,1,-91,2,2,2,5,17,-91,2,1,2,2,2,1,2,3,4,1,2,-91,18,0,1,2,1,600
38220,2,1,2,1,1,2,1,2,15,1,2,2,1,0,2,2,0,2,1,2,2,2,1,1,3,29,2,-1,3,2,1,2,2,5,7,-91,1,2,1,1,2,2,1,9,4,4,2,-91,7,1,1,7,2,500
41699.2,1,1,2,1,1,2,1,6,16,1,1,1,1,0,2,2,0,2,1,1,2,1,1,2,3,37,1,2,2,2,1,1,2,5,16,-91,2,1,2,1,2,2,2,9,4,4,2,-91,14,6,1,4,1,2048
-99,1,1,2,3,1,2,1,3,-99,1,1,1,1,0,2,4,0,-99,1,1,5,2,1,2,3,45,5,2,3,4,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,1,2,1,6,170000
18720,1,1,2,1,1,2,1,6,-98,-98,1,1,-98,0,5,2,1,2,1,1,3,2,1,1,3,38,0,2,1,-91,2,1,2,5,17,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,2,1,4,6,5000
24902.8,1,1,2,1,1,2,1,6,2,1,2,2,1,0,2,2,0,7,1,1,1,1,1,1,3,35,8,2,3,2,1,1,2,5,6,-91,2,2,2,1,2,2,2,9,4,4,2,-91,20,2,1,2,1,5000
42289.8,1,1,2,0,1,2,1,15,13,1,1,1,1,0,2,2,0,7,1,2,2,2,2,1,3,39,1,2,3,4,2,2,2,5,13,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,0,1,7,1,10000
-99,1,1,1,-99,1,8,1,-99,2,1,1,1,1,0,2,2,0,1,1,-99,-99,-99,-99,-99,-99,-99,1,2,1,6,2,-92,-92,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,17,6,1,4,1,55000
-92,1,1,2,2,1,2,1,1,2,1,1,1,1,0,2,3,0,1,1,1,3,2,1,1,3,37,0,2,2,3,2,2,2,5,13,-91,2,1,2,2,2,1,2,3,4,1,2,-91,14,12,1,5,10,13000
-1,1,1,2,1,1,2,1,3,20,1,1,1,1,0,2,2,0,2,1,2,-91,1,1,1,3,32,0,2,1,5,1,2,2,1,11,-91,1,2,1,1,2,2,2,9,4,4,2,-91,9,0,1,2,1,3000
19000,1,1,2,1,1,1,1,4,-98,-98,1,1,-98,0,5,3,1,2,1,2,-91,2,1,2,3,29,2,2,2,2,2,2,2,5,8,-91,1,2,2,2,2,2,2,9,4,4,2,-91,8,2,1,4,4,30
32104,3,1,2,2,1,1,1,4,7,1,1,1,1,0,2,3,0,-99,3,1,5,2,2,1,3,43,1,2,1,-91,2,2,2,5,13,-91,2,1,2,1,2,2,2,9,4,4,2,-91,14,0,1,1,1,90000
69199,2,1,2,0,1,2,1,1,2,1,2,2,1,0,2,2,0,2,1,1,3,2,2,1,3,34,0,2,1,4,2,2,2,5,9,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,4,1,4,1,2300
36010,2,1,2,0,1,2,1,6,20,1,2,2,1,0,2,1,0,6,7,1,2,2,2,2,3,37,0,-1,1,-91,2,2,1,5,18,-91,2,2,2,2,2,2,2,9,4,4,2,-91,10,0,1,7,1,10000
19140,1,1,2,1,1,2,1,4,-98,-98,1,1,-98,0,5,2,1,2,1,1,5,2,-1,-92,3,35,5,2,4,6,2,2,2,5,13,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,11,3,1,7,1,5000
19143.8,1,1,2,1,1,2,1,-98,16,1,-98,-98,1,0,-98,2,1,2,1,2,0,1,1,1,2,23,1,2,2,4,1,2,2,5,7,-91,2,1,2,1,2,2,2,3,4,1,2,-91,12,8,2,4,1,11000
-99,1,1,2,0,1,2,1,16,-99,1,1,1,1,0,2,2,0,2,1,2,2,2,-1,2,3,37,1,2,1,5,2,2,2,1,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,4,4,1,2,1,5000
19200,1,1,2,0,1,5,1,15,-98,-98,1,1,-98,0,5,1,1,3,1,2,3,2,1,2,3,42,0,2,1,2,2,2,2,5,16,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,2,1,7,1,6000
19200,1,1,1,0,1,1,1,2,-98,-98,1,1,-98,0,5,1,1,2,1,3,2,2,-1,1,2,37,1,2,1,2,1,2,2,4,11,-91,2,2,2,2,2,1,2,9,4,4,1,1,11,9,1,4,1,10000
21500,2,1,2,0,1,1,1,5,2,1,2,2,1,0,2,2,0,1,1,2,3,2,1,2,3,41,0,2,1,4,1,2,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,4,1,2,1,200
30224,1,1,2,0,1,2,1,19,8,1,1,1,1,0,2,1,0,6,3,1,3,-1,2,2,3,36,0,2,-1,-91,2,2,2,5,17,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,15,1,1,5,5,0
38273.6,1,1,2,1,1,2,1,15,9,1,1,1,1,0,2,2,0,5,1,1,5,2,2,2,3,43,0,2,1,4,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,6,1,7,1,6000
39902.24,1,1,1,1,1,2,1,6,2,1,1,1,1,0,2,2,0,5,1,2,2,2,2,2,3,37,3,2,3,2,2,2,2,5,9,-91,1,1,2,1,2,1,2,3,4,1,2,-91,18,10,1,2,1,800
40936,1,1,2,0,1,2,1,9,15,1,1,1,1,0,2,1,0,5,1,-1,4,2,2,2,3,36,0,2,1,4,2,2,2,5,15,-91,1,1,2,2,2,2,2,4,4,2,2,-91,16,1,1,7,1,17700
49200,1,1,2,1,1,2,1,2,13,1,1,1,1,0,3,2,0,2,1,1,2,2,1,1,3,37,4,2,3,2,2,1,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,0,1,7,1,8000
55200,1,1,2,0,1,2,1,2,2,1,1,1,1,0,2,1,0,2,3,1,5,2,2,2,3,40,0,2,2,3,2,2,1,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,0,1,4,1,400
-1,1,1,1,0,1,2,1,7,13,1,1,1,1,0,2,2,0,2,1,3,2,2,2,1,3,38,0,2,1,5,2,2,2,5,7,-91,1,1,2,1,2,2,2,3,4,1,2,-91,12,0,1,5,1,12000
19240,1,1,2,1,1,5,1,14,-98,-98,1,1,-98,0,1,2,1,3,6,2,2,1,2,1,3,21,3,1,3,3,1,2,2,5,9,-91,1,2,2,2,2,1,2,9,4,4,2,-91,13,10,1,4,2,7000
19272,1,1,2,0,1,2,1,7,-98,-98,1,1,-98,0,1,1,1,3,1,2,2,2,2,1,3,15,11,2,4,3,1,1,1,5,7,-91,2,2,2,1,2,2,2,9,4,4,2,-91,10,12,1,4,3,2340
38205.96,1,1,2,0,1,2,1,15,9,1,1,1,1,0,2,1,0,5,1,2,2,2,1,1,3,36,0,2,1,3,1,1,2,5,11,-91,1,1,2,2,2,2,2,9,4,4,2,-91,6,2,1,7,2,2000
41770.88,1,1,2,1,1,2,1,16,13,1,1,1,1,0,2,2,0,2,1,1,5,2,1,1,3,40,1,2,1,-97,-97,-97,-97,5,19,-91,1,1,2,1,2,2,2,9,4,4,2,-91,11,0,1,5,2,0
-92,1,1,2,0,1,1,1,4,16,1,1,1,1,0,2,1,0,-94,1,2,4,2,1,2,3,36,2,2,3,3,1,2,2,1,4,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,11,1,4,1,8000
19500,1,1,2,0,1,2,1,15,-98,-98,1,1,-98,0,5,1,1,1,1,1,3,2,1,1,3,37,-99,-99,-99,6,2,2,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,0,1,7,6,3000
35500,1,1,2,1,1,1,1,11,9,1,1,1,1,0,3,2,0,2,1,2,1,2,1,1,3,36,6,2,4,2,1,1,2,2,7,-91,1,2,2,1,2,1,2,3,4,1,2,-91,10,1,1,2,6,11000
49500,1,1,2,1,1,2,1,15,8,1,1,1,1,0,2,2,0,1,1,2,4,2,1,1,3,48,0,2,1,6,2,2,2,5,19,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,1,1,4,1,200
50128,2,2,2,1,1,2,1,6,13,1,2,2,1,0,2,2,0,2,1,1,4,2,2,1,3,36,0,1,2,3,1,1,2,5,11,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,14,11,1,7,2,200
63168,1,1,2,0,1,2,1,15,4,1,1,1,1,0,2,2,0,2,2,2,3,2,1,2,3,32,3,2,2,3,1,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,6,1,7,1,450
-92,1,1,2,1,1,4,1,8,15,1,1,1,1,0,2,2,0,-94,6,2,4,2,2,2,3,36,0,-1,1,3,2,2,1,5,12,-91,1,1,2,1,2,2,2,7,4,4,2,-91,9,3,1,5,1,480
34975.2,1,1,2,1,1,2,1,7,4,1,1,1,1,0,2,3,0,6,1,3,4,-1,1,1,3,40,4,2,3,6,2,2,2,2,18,-91,1,2,1,1,2,2,2,9,4,4,2,-91,8,6,2,2,1,300
19800,2,1,2,1,1,1,1,4,7,3,2,2,7,0,2,2,0,1,1,2,5,2,2,2,3,30,0,2,2,2,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,0,1,7,1,800
28560.96,1,1,2,1,1,2,1,15,13,1,2,2,1,0,2,2,0,6,1,1,4,2,1,2,3,44,1,2,2,2,1,2,2,5,18,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,1,1,3,1,100
119900,1,1,2,1,1,1,1,2,2,1,1,1,1,0,2,2,0,2,1,1,4,2,2,2,3,44,1,2,2,2,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,0,1,5,1,15000
31668,1,2,2,0,1,5,1,-94,8,1,-98,-98,1,0,-98,1,1,6,1,2,-91,1,1,2,3,25,1,1,2,5,2,2,2,3,16,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,2,1,7,1,10000
34980.48,2,1,2,0,1,2,1,5,15,1,2,2,1,0,2,2,0,2,1,2,2,2,2,1,3,38,4,2,3,2,2,1,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,2,1,7,1,1000
-1,1,1,2,2,1,8,1,15,4,1,1,1,1,0,2,4,0,2,1,2,2,2,1,1,3,30,8,2,3,2,1,1,2,5,16,-91,2,2,2,1,2,2,2,9,4,4,2,-91,18,1,1,7,4,1000
48132,1,1,2,0,1,2,1,4,5,1,1,1,1,0,2,1,0,2,1,1,5,2,1,2,3,38,0,2,2,2,2,2,2,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,16,3,1,4,2,1000
-1,1,1,2,0,1,2,1,4,4,1,1,1,1,0,2,1,0,2,1,2,2,1,1,1,2,29,0,2,1,5,1,2,2,4,15,-91,1,1,1,1,2,2,1,9,4,4,2,-91,11,-1,1,1,1,1000
20000,3,1,2,3,1,1,1,-98,2,1,-98,-98,1,0,-98,4,1,1,1,1,2,2,1,2,3,33,3,2,2,3,1,2,2,5,15,-91,2,1,2,1,2,2,2,3,4,1,2,-91,15,3,1,4,1,500
30920,3,1,1,2,1,2,1,15,15,1,2,2,1,0,2,4,0,4,5,2,2,2,2,2,3,25,-99,-99,-99,-91,2,2,1,5,9,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,16,4,1,4,1,8000
31700,1,1,2,0,-999,-999,-91,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,1,1,3,2,2,2,2,39,0,2,1,3,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,0,1,5,1,23000
48080,1,1,1,2,1,2,1,7,1,1,1,1,1,0,2,3,0,2,2,1,3,1,2,1,2,26,8,1,3,6,2,1,1,5,4,-91,2,1,2,2,2,1,2,6,2,4,2,-91,12,10,1,7,1,30
62000,4,1,1,0,1,2,1,2,7,1,2,2,1,0,2,1,0,1,1,1,4,2,1,-92,3,34,0,2,2,2,1,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,2,1,4,1,900
31876,1,1,2,1,1,2,1,8,15,1,1,1,1,0,2,2,0,2,1,2,3,2,1,2,3,35,8,2,4,4,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,9,4,4,2,-91,8,1,2,2,1,1000
36380,1,1,2,0,1,2,1,7,15,1,1,1,1,0,2,2,0,2,1,2,1,2,1,2,3,31,0,2,2,3,1,2,2,5,12,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,1,1,4,1,2000
20148,1,1,1,0,1,1,1,15,-98,-98,1,1,-98,0,5,2,1,3,1,2,3,2,1,1,2,41,0,2,1,2,2,2,2,5,11,-91,2,1,2,1,2,2,2,9,4,4,2,-91,11,5,1,4,2,5000
56160,1,1,2,0,1,2,1,1,1,1,1,1,1,0,2,2,0,1,1,1,3,2,2,2,3,40,2,2,3,6,2,2,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,18,0,1,4,1,11000
20202,1,1,2,0,1,2,1,15,-98,-98,1,1,-98,0,5,1,1,3,8,3,2,2,1,1,3,22,0,2,2,2,2,2,2,5,13,-91,2,1,2,2,2,1,2,9,4,4,2,-91,7,5,1,7,1,3000
36676.32,1,1,2,0,1,1,1,7,5,1,1,1,1,0,2,2,0,6,4,1,4,2,2,1,3,45,3,2,1,-91,2,2,1,5,19,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,10,2,1,5,1,3500
-99,1,1,2,0,1,2,1,14,-99,2,1,1,2,0,2,1,0,2,2,2,2,2,1,1,3,33,2,2,2,2,1,1,2,2,9,-91,1,1,2,2,2,1,1,9,4,4,2,-91,12,12,1,1,6,200
-99,2,1,2,0,1,3,1,2,-99,1,2,2,1,0,2,2,0,-99,1,1,5,2,1,1,3,46,2,2,3,3,2,1,2,5,16,-91,2,1,2,1,2,2,2,9,4,4,2,-91,16,0,1,4,6,30000
20277.6,1,1,2,0,1,2,1,4,-98,-98,1,1,-98,0,4,1,1,2,1,1,4,2,1,2,3,33,0,1,2,3,1,2,2,1,7,-91,1,2,1,1,2,2,2,9,4,4,2,-91,14,0,1,4,1,600
-99,1,1,2,-99,1,2,1,-99,8,1,2,2,1,0,2,2,0,5,1,2,3,2,1,2,-99,41,3,2,2,3,2,2,2,5,10,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,1,1,2,1,23000
20311,1,1,2,1,1,6,1,2,-98,-98,1,1,-98,0,5,2,1,2,1,1,3,2,1,2,3,42,0,2,1,1,2,2,2,5,16,-91,2,1,2,1,2,2,2,9,4,4,2,-91,17,0,1,4,1,2000
54384,2,1,2,1,1,2,1,2,7,1,2,2,1,0,2,2,0,2,1,1,0,2,1,1,1,35,1,2,2,4,2,1,2,5,5,-91,1,1,2,2,2,2,2,9,4,4,2,-91,18,8,1,4,1,4000
-999,1,1,2,1,1,2,1,15,4,1,1,1,1,0,2,2,0,4,1,1,4,2,2,1,3,35,4,2,2,4,2,2,2,2,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,6,1,2,1,10000
-99,1,1,1,0,1,2,1,-99,13,1,2,2,1,0,2,2,0,5,1,2,3,2,1,1,3,40,11,2,4,3,1,1,2,5,14,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,14,2,1,2,1,6000
-99,1,1,1,1,1,2,1,-99,15,1,1,1,1,0,3,3,0,5,1,2,4,2,1,2,3,40,2,2,4,3,2,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,0,2,2,3,14000
-92,1,1,2,1,1,2,1,16,4,1,1,1,1,1,2,2,0,2,1,1,5,2,1,1,3,45,3,2,3,3,2,1,2,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,7,1,4,1,8000
20400,1,1,2,1,1,2,1,7,2,1,3,5,1,0,2,2,0,2,5,1,2,2,2,2,3,37,3,2,2,-91,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,8,1,1,5,1,80
20400,1,1,2,2,1,2,1,2,-99,-99,1,1,-99,0,3,2,0,-99,1,2,2,2,1,1,2,24,0,2,1,3,1,2,2,5,18,-91,2,1,2,2,2,2,2,9,4,4,2,-91,14,1,1,5,1,800
