W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W6NEETAct,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QMAFI,W8DINCW
5158.4,5158.4,2,1,2,0,1,2,1,15,20,3,2,2,8,0,0,2,0,0,2,2,0,6,1,2,4,2,1,1,3,35,0,2,1,3,2,2,2,5,14,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,0,1,2,2,1,2,331.07
5148,18127.2,2,1,2,1,1,4,1,20,16,1,2,2,1,0,1,1,0,0,3,2,0,6,1,2,1,2,2,1,3,28,0,2,1,4,2,2,2,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,-91,-1,2,-9,7,2,3,215.03
5148,5148,2,1,2,0,1,2,1,15,-98,-98,2,2,-98,0,1,3,0,0,5,4,1,6,1,4,-91,2,-1,2,3,9,0,2,1,2,2,2,2,5,7,-91,2,2,2,1,2,2,1,9,4,4,2,-91,12,-91,-1,0,1,4,2,4,239.24
5148,-999,2,1,2,0,1,2,1,14,20,1,2,2,1,0,0,1,0,0,2,1,0,1,1,2,5,-1,2,1,3,30,3,2,2,2,1,2,2,5,9,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,17,-91,0,1,1,4,1,3,418.74
5148,-99,2,1,2,0,1,2,1,16,-99,1,2,2,1,0,0,2,1,0,2,3,0,-99,1,2,4,2,-92,2,2,34,1,2,3,-96,-96,-96,-96,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,1,1,4,1,2,311.84
5140.2,-1,2,1,2,0,1,2,1,15,9,1,2,2,1,0,0,1,0,0,2,1,0,2,1,1,5,2,2,1,3,40,5,2,3,-91,2,2,2,5,19,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,10,-91,1,3,1,2,3,2,420.84
5137.6,29137.6,2,1,2,1,1,2,1,8,13,1,2,2,1,0,0,2,0,0,2,2,0,4,1,1,4,2,1,1,3,40,0,2,1,3,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,-91,1,0,1,2,1,1,368.92
5137.6,-1,2,1,2,0,1,2,1,8,15,1,2,2,1,0,0,1,1,0,2,2,0,6,1,1,5,2,1,2,3,33,1,2,1,2,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,19,-91,1,0,1,2,1,2,351.36
5124.6,-99,2,1,1,0,1,2,1,11,-99,2,2,2,2,0,0,1,1,0,2,2,0,-99,1,2,3,2,2,2,2,34,0,2,1,5,2,1,1,5,14,-91,1,1,2,1,2,2,2,9,4,4,2,-91,18,-91,1,4,1,4,6,1,410.71
5116.8,-999,2,1,2,1,1,2,1,20,13,1,2,2,1,0,0,3,0,0,2,3,0,4,1,2,2,2,2,1,3,35,1,2,1,3,1,2,2,5,13,-91,1,1,2,2,2,2,2,9,4,4,2,-91,10,1,0,0,1,4,1,2,341.49
5096,28444,2,1,2,0,1,1,1,20,8,1,2,2,1,0,0,1,0,0,2,1,0,6,3,2,5,-1,1,2,3,37,0,2,2,4,2,2,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,-91,0,0,1,7,3,2,238.41
5096,27560,2,1,1,1,1,2,1,15,8,1,2,2,1,0,1,1,0,0,2,2,0,6,1,2,2,2,1,2,3,41,0,2,2,6,2,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,2,1,1,401.92
5075.2,27175.2,2,1,2,1,1,2,1,15,7,1,2,2,1,0,3,1,0,1,3,4,0,2,1,1,5,2,1,1,3,38,2,2,1,3,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,-1,3,3,4,13,3,346.09
5075.2,5075.2,2,1,2,0,1,2,1,5,-98,-98,2,2,-98,0,0,2,0,0,5,2,1,3,1,1,-91,2,1,1,1,16,0,-1,1,5,-92,1,2,5,11,-91,2,1,2,2,2,1,2,6,2,4,2,-91,12,-91,0,0,1,7,2,2,271.24
5070,24887.2,2,1,1,0,1,2,1,14,16,1,2,2,1,0,0,1,1,0,2,2,0,6,1,2,3,2,2,-1,3,31,1,2,1,-91,2,2,2,5,14,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,-1,2,1,4,1,2,278.73
5070,5070,2,1,2,2,1,2,1,15,-98,-98,2,2,-98,0,1,2,0,0,4,3,1,6,1,2,2,1,1,1,3,25,6,2,3,3,1,2,2,5,19,-91,1,1,2,1,2,1,2,2,4,4,2,-91,10,-91,-1,0,1,2,1,2,310.8
5070,70070,2,1,2,1,1,2,1,15,4,1,2,2,1,0,0,2,0,0,2,2,0,1,1,2,2,1,1,2,3,22,1,2,2,1,1,2,2,5,15,-91,2,1,2,2,2,1,2,9,4,4,2,-91,17,-91,-1,3,1,4,1,3,448.18
5070,-99,2,1,2,2,1,2,1,2,-99,1,2,2,1,0,1,2,1,1,2,4,0,-99,1,1,4,2,1,1,3,34,7,2,2,3,1,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,1,0,1,4,1,2,381.85
5058.56,-1,2,1,2,1,1,4,1,13,20,1,2,2,1,0,1,1,1,0,2,3,0,6,1,2,4,2,1,1,3,37,0,2,2,4,2,1,2,1,14,-91,2,2,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,1,1,4,1,2,349.05
5054.4,-99,10,1,2,0,1,2,1,15,-99,1,3,6,1,0,0,1,0,1,2,1,0,-99,1,1,5,2,2,2,2,45,0,2,1,2,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,8,-91,-1,-1,1,4,6,-1,243.44
5045.04,5045.04,2,1,2,0,1,2,1,4,-98,-98,2,2,-98,0,0,1,1,0,4,2,1,6,1,3,3,2,2,1,2,23,8,2,4,4,2,2,2,5,12,-91,2,1,2,2,2,1,2,4,4,2,2,-91,14,-91,-1,7,1,5,1,3,221.73
5044,5094,2,1,1,1,1,2,1,14,9,1,2,2,1,0,1,1,0,0,2,2,0,6,1,2,2,2,1,1,3,34,2,2,-1,2,2,2,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,17,-91,1,2,2,2,1,2,307.81
5033.6,-99,2,1,2,0,1,2,1,15,-99,1,2,2,1,0,0,1,1,0,2,2,0,-99,1,4,1,2,2,2,3,28,1,2,1,2,2,2,2,5,9,-91,2,1,2,1,2,2,2,9,4,4,2,-91,13,-91,0,0,1,7,1,3,371.97
5033.6,15735.2,2,1,2,3,1,2,1,4,20,1,2,2,1,0,2,2,0,0,3,4,0,2,1,2,3,1,1,1,3,36,3,2,2,6,1,1,1,5,11,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,16,-91,1,1,2,2,2,2,373.56
5025.28,5025.28,2,1,2,2,1,2,1,15,-99,-99,2,2,-99,0,2,1,0,0,3,3,0,6,1,2,3,2,2,2,3,41,0,2,1,2,2,2,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,0,1,4,1,3,342.41
5023.2,25023.2,2,1,2,2,1,2,1,15,17,1,2,2,1,0,2,1,1,0,2,4,0,4,1,3,3,2,1,2,3,39,-96,-96,-96,3,1,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,9,1,2,2,2,439.28
5005,17905,2,1,2,2,1,2,1,20,9,1,2,2,1,1,0,1,1,0,3,2,0,4,1,3,1,-1,2,2,3,24,1,2,1,6,2,2,2,2,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,7,-91,-1,0,1,2,1,1,258.47
5000.32,5000.32,2,1,2,2,1,4,1,15,-98,-98,2,2,-98,0,1,2,0,0,4,3,1,6,1,4,2,2,2,2,1,23,0,2,2,5,2,2,2,5,15,-91,2,1,2,1,2,1,1,9,4,4,2,-91,14,-91,-1,0,1,4,13,2,257.4
5000.32,5000.32,2,1,2,0,1,2,1,13,-98,-98,2,2,-98,0,0,1,0,0,5,1,1,5,1,1,4,2,2,2,3,40,3,2,3,3,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,4,3,2,328.28
5000,-999,4,1,2,1,1,2,1,16,1,1,2,2,1,1,0,1,1,0,3,3,0,4,2,2,2,2,2,2,3,38,0,2,1,2,1,1,1,2,18,-91,2,1,2,1,2,1,1,6,2,4,2,-91,11,-91,-1,-1,1,4,3,-1,209.55
5000,155000,4,1,2,1,1,1,1,16,2,1,2,2,1,0,1,2,0,0,2,3,0,6,1,1,5,2,2,2,3,37,0,2,2,-96,-96,-96,-96,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,-1,1,1,4,1,1,343.61
5000,5000,3,1,2,1,1,1,1,20,20,1,3,6,1,0,0,2,1,0,2,3,0,4,4,-1,5,2,2,1,3,30,0,2,1,-91,2,2,2,5,9,-91,2,2,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,2,1,3,3,1,236.73
5000,5000,3,1,2,0,1,2,1,4,-98,-98,1,1,-98,0,0,1,1,0,5,2,1,4,1,1,5,2,1,1,3,30,5,2,4,2,1,1,1,5,14,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,0,2,1,2,1,1,381.18
5000,-1,3,1,2,1,1,2,1,15,13,1,1,1,1,0,1,1,1,0,2,3,0,7,1,1,3,2,1,1,3,34,1,2,1,2,-1,2,2,5,17,-91,2,1,2,1,2,1,1,9,4,4,2,-91,17,-91,0,0,1,7,1,2,304.66
5000,29996,4,1,1,4,1,2,1,8,7,1,2,2,1,2,1,2,0,0,2,5,0,2,1,1,4,-92,1,1,3,31,2,2,2,2,2,2,2,5,15,-91,1,2,2,2,1,-91,-91,1,4,4,2,-91,17,-91,0,0,1,4,1,2,371.12
5000,5000,4,1,1,0,1,2,1,5,-98,-98,2,2,-98,0,0,2,0,0,5,2,1,4,1,2,-91,1,1,2,3,18,11,2,4,2,1,2,2,2,3,-91,2,1,2,1,2,1,2,3,4,1,2,-91,14,-91,0,3,1,2,1,4,340.83
5000,5000,3,1,2,0,1,2,1,7,-98,-98,1,1,-98,0,0,1,0,0,5,1,1,4,1,4,-91,2,-1,1,3,41,5,2,3,3,1,2,2,5,14,-91,1,1,2,2,2,2,2,9,4,4,2,-91,23,1,1,4,1,4,1,1,332.86
5000,-999,2,1,2,1,1,2,1,7,13,1,2,2,1,0,1,1,0,0,2,2,0,4,1,2,5,1,1,1,3,41,2,2,3,4,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,8,-91,1,2,1,7,5,2,417.1
5000,-999,2,1,1,0,1,1,1,2,4,1,2,2,1,0,0,1,0,1,2,1,0,1,1,1,5,2,1,2,3,39,0,2,1,5,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,15,-91,1,0,1,4,2,2,392.63
5000,5000,2,1,2,2,1,1,1,5,-98,-98,2,2,-98,0,2,1,0,1,5,3,1,2,1,1,5,2,1,2,3,44,2,2,2,3,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,10,-91,1,8,1,7,1,2,370.32
5000,85000,2,1,2,0,1,2,1,19,15,1,2,2,1,0,0,2,0,0,2,2,0,1,1,2,2,1,1,1,3,32,-92,2,4,2,1,2,2,5,17,-91,1,1,2,1,2,1,2,1,4,4,2,-91,14,-91,1,2,1,4,1,5,429.75
4992,-99,1,1,2,3,1,5,1,-99,20,1,3,6,1,0,2,2,0,0,2,4,0,1,5,3,4,2,2,2,3,31,0,2,1,-91,2,2,2,5,18,-91,2,1,2,2,2,1,2,4,4,2,2,-91,12,-91,-1,0,1,4,1,2,260.07
4992,38024,2,1,2,0,1,2,1,7,4,1,2,2,1,0,0,1,0,0,2,1,0,1,1,-1,3,2,2,2,3,44,0,2,1,5,2,2,2,5,17,-91,1,1,2,1,2,1,1,9,4,4,2,-91,11,-91,0,0,1,7,1,1,302.81
4992,4992,2,1,2,1,1,4,1,12,-98,-98,2,2,-98,0,1,1,0,0,1,2,1,6,1,2,2,2,1,2,3,36,0,2,1,3,2,2,2,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,7,-91,0,0,1,1,1,3,280.98
4979.52,4979.52,2,2,2,0,1,4,2,20,-98,-98,2,2,-98,0,0,1,1,0,5,2,1,6,1,4,2,1,1,-1,3,31,1,2,2,3,2,1,2,5,12,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,0,1,4,2,4,260.11
4950.4,4950.4,2,1,2,2,1,2,1,7,2,3,2,2,7,0,2,2,0,0,2,4,0,1,1,1,2,2,2,1,3,30,4,2,2,5,2,2,2,5,13,-91,2,2,2,2,2,2,2,9,4,4,2,-91,8,-91,1,0,1,4,1,3,369.82
4940,4940,2,1,2,0,1,1,1,15,-98,-98,2,2,-98,0,0,1,0,0,1,1,1,-99,1,2,0,-1,1,1,2,37,5,-92,3,1,2,1,1,5,8,-91,1,1,2,1,2,1,2,9,4,4,2,-91,11,-91,-1,0,1,4,1,1,346.44
4940,4940,2,2,2,1,1,4,2,16,-98,-98,2,2,-98,0,0,2,0,0,5,2,1,7,1,2,-91,2,2,-92,1,37,8,-1,4,4,2,2,2,4,16,-91,2,1,2,2,2,2,2,9,4,4,2,-91,12,-91,-1,1,1,4,5,2,194.08
4940,-99,2,1,2,1,1,6,1,15,-99,1,2,2,1,0,1,1,0,0,2,2,0,-99,1,2,4,1,2,2,3,27,0,2,1,5,2,2,2,5,8,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,-91,-1,3,1,4,1,2,296.46
4940,27940,2,2,2,0,1,2,1,20,14,1,2,2,1,0,0,1,0,0,2,1,0,4,1,2,4,2,1,1,3,40,0,2,2,4,1,2,2,2,8,-91,1,2,2,2,2,2,2,9,4,4,2,-91,10,1,-1,4,1,7,5,3,313.57
4940,24940,2,1,1,2,1,2,1,7,4,1,2,2,1,0,1,2,0,0,2,3,0,5,1,2,1,2,1,2,3,42,0,2,1,4,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,1,4,1,5,1,1,467.9
4940,4940,2,2,2,0,1,2,2,16,-98,-98,2,2,-98,0,0,1,1,0,5,2,1,5,2,3,2,2,2,1,3,38,2,2,1,3,1,1,1,5,13,-91,2,1,2,2,2,1,2,9,4,4,2,-91,14,-91,1,0,1,7,2,1,198.08
4933.76,15874.56,2,1,2,1,1,4,1,16,20,1,2,2,1,0,0,2,2,0,2,4,0,7,1,3,-91,2,1,1,3,31,0,2,1,5,2,2,2,2,5,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,0,1,7,1,1,353.08
4932.72,4932.72,2,1,2,2,1,5,2,16,-98,-98,2,2,-98,0,1,2,0,0,5,3,1,7,1,2,3,2,2,1,3,44,2,2,1,5,2,2,2,1,15,-91,1,2,2,1,2,2,1,9,4,4,2,-91,9,-91,0,12,1,4,1,3,289.57
4914,23166,2,1,2,0,1,2,2,15,14,1,2,2,1,0,0,2,0,0,3,2,0,5,1,3,3,2,1,2,3,35,5,2,3,2,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,13,-91,-1,4,1,2,1,2,349.69
4914,33714,2,1,2,0,1,2,1,15,7,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,2,2,1,2,3,36,6,2,4,2,2,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,-91,-1,11,1,2,1,2,459.7
4914,-99,5,2,2,2,1,4,2,9,-99,3,3,3,3,0,2,2,0,0,4,4,0,6,1,2,2,2,2,1,3,40,0,2,1,5,2,1,1,3,5,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,4,5,4,209.22
4914,4914,2,1,2,1,1,2,1,15,-98,-98,2,2,-98,0,0,2,0,0,5,2,1,6,1,3,2,2,2,1,3,42,3,2,1,-91,2,2,2,5,14,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,-91,0,2,1,7,1,1,264.69
4914,17435.6,2,1,2,0,1,5,1,16,15,1,2,2,1,0,0,1,1,0,2,2,0,6,1,2,2,2,2,-1,3,40,0,2,1,-91,2,2,2,5,17,-91,1,1,2,1,2,1,2,9,4,4,2,-91,9,-91,0,0,1,4,1,1,244.73
4914,4914,2,1,2,1,1,2,1,15,1,2,3,6,2,0,0,2,1,0,2,3,0,1,4,1,3,2,2,2,3,42,6,1,2,-91,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,20,-91,1,1,1,7,1,2,296.55
4914,40926,2,1,2,0,1,2,1,16,14,1,2,2,1,0,0,1,0,0,2,1,0,2,1,2,5,2,1,1,3,37,0,2,1,3,2,2,2,2,13,-91,1,1,2,1,2,1,2,9,4,4,2,-91,11,-91,1,0,1,4,1,2,407.84
4908.8,-92,2,1,2,0,1,2,1,16,19,1,2,2,1,0,0,2,0,0,2,2,0,2,1,3,2,2,1,1,3,35,1,2,1,2,1,2,2,2,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,-91,0,0,1,5,1,2,379.21
4908.8,18569.2,2,1,2,0,1,2,1,8,13,1,2,2,1,0,0,1,0,0,2,1,0,5,1,2,2,2,1,1,3,32,0,2,2,5,2,2,2,5,19,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,15,-91,0,0,1,5,6,3,318.23
4908.8,27708.8,2,1,1,0,1,2,2,16,4,1,2,2,1,0,0,1,1,0,2,2,0,3,1,1,-91,-92,1,1,3,28,1,2,3,2,1,1,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,16,-91,1,0,1,4,1,1,393.81
4906.2,35818.2,2,1,2,2,1,2,1,1,3,1,2,2,1,0,2,1,0,0,2,3,0,2,1,2,5,2,1,1,3,33,0,2,2,-91,2,2,2,2,15,-91,2,2,2,2,1,-91,-91,2,4,4,2,-91,15,-91,0,0,1,4,1,1,300.57
4888.52,-99,2,1,1,2,1,2,1,20,-99,1,2,2,1,0,2,1,0,0,2,3,0,-99,1,3,5,2,2,2,3,47,0,2,1,5,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,1,1,1,7,1,2,335.23
4883.84,29883.84,2,1,2,2,1,4,1,8,9,1,2,2,1,0,2,1,0,0,2,3,0,6,1,1,2,2,2,1,2,30,3,2,3,-91,1,2,2,5,9,-91,1,2,1,1,2,2,1,9,4,4,2,-91,13,-91,-1,11,1,4,1,3,322.31
4867.2,74867.2,2,1,2,3,1,2,1,2,1,1,2,2,1,0,3,1,2,1,2,6,0,1,1,-99,-99,-99,-99,-99,3,-99,1,2,1,-91,2,2,1,5,18,-91,1,2,2,2,2,2,2,9,4,4,2,-91,12,2,-1,0,2,2,13,2,352.2
4862,52862,2,1,2,2,1,2,1,6,3,1,2,2,1,0,1,2,2,0,2,5,0,1,1,2,4,2,1,1,3,34,5,2,2,3,2,2,2,5,15,-91,1,1,2,1,2,2,2,3,4,1,2,-91,13,-91,1,2,1,4,1,1,401.38
4860,-999,2,1,2,0,1,2,1,7,7,1,2,2,1,0,0,1,1,0,2,2,0,-94,1,2,5,2,1,1,3,26,0,1,2,2,1,2,2,1,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,11,-91,0,0,1,7,6,2,395.12
4836,30810,2,1,2,1,1,2,1,15,5,1,2,2,1,0,0,2,0,0,2,2,0,5,1,2,3,2,1,2,3,36,0,1,1,2,1,2,2,5,19,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,-1,0,1,2,1,2,453.93
4836,27836,2,1,2,1,1,1,1,16,16,1,2,2,1,0,0,2,0,0,2,2,0,3,1,2,5,2,1,2,3,36,3,2,4,2,1,1,2,5,11,-91,1,2,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,2,1,4,1,3,388.06
4801.68,4801.68,2,1,1,0,1,1,1,16,-98,-98,2,2,-98,0,0,1,0,0,5,1,1,-99,1,3,2,2,2,2,3,37,2,2,3,-91,2,2,2,5,15,-91,2,1,2,2,2,2,2,9,4,4,2,-91,13,-91,-1,4,1,4,13,2,227.74
4800,24800,2,1,2,0,1,2,1,15,13,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,3,2,1,2,3,40,3,2,4,2,2,2,2,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,7,-91,-1,2,3,2,1,1,415.58
4800,31800,2,1,1,0,1,2,1,5,2,1,2,2,1,0,0,1,0,0,2,1,0,2,1,1,3,2,2,2,3,45,1,2,2,3,2,2,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,-1,0,1,4,1,2,396.3
4800,23655.2,2,1,2,0,1,1,1,15,9,1,2,2,1,0,0,1,0,0,2,1,0,6,6,2,3,2,2,1,3,24,3,1,3,-91,2,2,1,5,11,-91,1,1,2,1,2,1,2,3,4,1,2,-91,10,-91,-1,2,1,7,2,2,253.22
4800,25080,2,1,1,0,1,2,1,15,8,1,2,2,1,0,0,1,0,0,2,1,0,1,1,2,4,2,2,2,3,31,0,2,1,3,2,2,2,5,14,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,11,-91,1,0,1,4,1,2,468.9
4799.6,31735.6,2,1,2,5,1,2,1,6,2,1,2,2,1,0,4,2,0,0,2,6,0,1,1,1,5,2,2,2,3,37,0,2,1,4,2,2,2,5,18,-91,1,1,2,1,2,1,2,3,4,1,2,-91,20,-91,1,0,1,7,1,1,448.75
4791.8,4791.8,2,1,2,1,1,2,2,15,-98,-98,2,2,-98,0,0,2,1,0,2,3,1,6,3,1,2,1,1,1,3,34,6,1,4,2,1,1,1,5,11,-91,1,1,2,1,2,2,2,3,4,1,2,-91,9,-91,1,12,1,4,1,2,320.32
4784,-1,2,1,2,1,1,2,1,19,20,1,2,2,1,0,1,1,0,0,2,2,0,4,1,4,3,2,1,1,3,25,0,2,1,3,1,2,2,1,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,-91,-1,1,1,7,1,1,357.47
4784,4784,2,1,2,5,1,1,1,20,13,2,3,6,2,3,2,1,0,0,2,6,0,7,3,1,2,2,2,2,2,38,0,2,2,-91,2,2,2,5,13,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,16,-91,-1,-1,1,7,1,2,236.92
4784,4784,2,1,2,0,1,6,1,15,-98,-98,2,2,-98,0,0,1,1,0,5,1,1,6,1,4,5,1,1,2,3,34,0,2,2,2,2,2,2,1,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,15,-91,-1,1,1,2,1,2,288.08
4784,39752.96,2,1,2,1,1,4,1,20,20,1,2,2,1,0,0,2,1,0,3,2,0,6,1,2,1,1,1,2,3,28,0,2,1,2,1,2,2,1,9,-91,1,1,1,1,2,2,1,9,4,4,2,-91,8,-91,0,5,1,4,1,2,258.19
4784,-99,2,2,2,0,1,5,2,16,-99,1,2,2,1,0,0,1,0,0,2,1,0,3,1,2,1,2,2,1,3,38,0,1,1,2,1,2,2,3,15,-91,2,2,2,2,2,1,2,9,4,4,2,-91,9,-91,0,0,1,7,1,2,311.29
4784,4784,5,2,2,3,1,2,2,20,20,3,3,6,3,0,2,3,0,0,2,5,0,6,5,3,5,2,2,2,3,42,0,2,2,-91,1,2,2,5,15,-91,2,2,2,2,2,2,2,9,4,4,2,-91,16,1,1,0,1,5,1,2,206.08
4784,4784,2,1,2,4,1,2,1,20,19,2,3,6,2,0,3,3,0,0,2,6,0,6,5,-1,3,2,2,2,3,32,4,2,2,-91,1,1,1,5,10,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,1,9,2,2,1,3,230.41
4773.6,13665.6,2,1,2,0,1,4,1,16,4,1,2,2,1,0,0,1,0,0,2,1,0,7,1,2,3,2,2,2,2,34,1,2,1,4,2,2,2,5,15,-91,1,2,1,2,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,5,1,1,278.89
4738.76,43138.76,2,1,2,1,1,2,1,14,2,1,2,2,1,0,1,1,0,0,2,2,0,2,1,2,4,2,1,2,3,42,5,2,1,3,2,2,2,5,19,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,0,2,1,4,1,1,454.16
4738.76,79738.76,2,1,2,2,1,2,1,15,8,1,2,2,1,0,2,1,1,0,2,4,0,1,1,3,4,2,2,1,3,41,1,2,3,3,2,1,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,7,1,1,397.29
4732,20332,2,1,1,1,1,2,1,9,20,1,2,2,1,0,1,1,0,0,2,2,0,5,1,1,-91,1,1,1,3,28,0,1,-1,-91,1,2,2,2,7,-91,2,2,2,1,2,2,2,9,4,4,2,-91,11,-91,-1,2,1,5,2,1,245.88
4711.72,32311.72,2,1,2,0,1,2,1,15,15,1,2,2,1,0,0,1,0,0,2,1,0,1,1,2,2,2,1,1,3,36,6,2,3,5,1,1,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,0,1,4,1,1,447.16
4711.2,29311.2,2,1,1,1,1,2,1,15,4,1,2,2,1,0,1,1,0,0,2,2,0,5,1,1,5,2,2,1,3,46,0,2,1,4,2,1,2,5,12,-91,2,1,2,1,2,1,2,9,4,4,2,-91,13,-91,0,3,2,2,1,2,414.86
4702.88,20114.12,2,1,2,1,1,2,1,14,13,1,2,2,1,0,1,1,1,0,2,3,0,7,1,-1,3,2,1,1,3,23,7,2,3,2,1,2,1,5,7,-91,1,1,2,1,2,1,2,9,4,4,2,-91,12,-91,1,9,1,5,1,2,307.82
4700.8,20958.6,2,1,2,0,1,2,1,15,13,1,2,2,1,0,0,1,1,0,2,2,0,7,1,4,3,2,2,2,3,35,0,2,2,6,2,2,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,4,1,2,336.25
4698.72,-1,2,1,2,1,1,2,1,15,20,2,2,2,2,0,0,2,1,0,2,2,0,4,1,3,2,2,2,2,3,37,0,2,2,2,2,2,2,5,11,-91,1,2,1,1,2,2,1,9,4,4,2,-91,14,-91,-1,0,1,7,1,2,274.42
4689.36,-92,2,1,2,0,1,2,1,15,13,1,2,2,1,0,0,1,0,0,2,1,0,1,1,3,5,2,2,2,3,36,0,2,1,3,2,2,2,5,7,-91,1,1,2,1,2,2,2,9,4,4,2,-91,12,-91,0,0,1,4,1,2,388.51
4688.32,17667.52,2,1,2,3,1,2,1,15,20,1,2,2,1,1,1,2,0,0,2,4,0,7,1,3,5,2,2,1,3,14,0,2,1,2,2,2,-1,5,9,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,7,1,2,343.65
4687.8,69687.8,2,1,2,0,1,2,1,4,4,1,2,2,1,0,0,1,1,1,2,2,0,1,1,2,4,2,1,2,3,32,0,2,2,3,2,2,2,5,14,-91,1,1,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,12,1,4,1,2,374.46
